Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning,Devig DK Edge Away,Devig DK Edge Home,Devig MGM Edge Away,Devig MGM Edge Home,Devig Bet,CZR Away Odds,CZR Home Odds
2026-08-07,New York Mets,Pittsburgh Pirates,None,None,120,-129,115,-140,N/A,N/A,N/A,N/A,Zac Thornton,R,0,None,None,None,Carmen Mlodzinski,R,47.2,89.7,2098.0,8.2,0.673,0.745,3.76,5.12,0.0,0.0,N/A,CONFIRMED+PLATOON,98,,DK vig 101.8%,N/A,N/A,N/A,N/A,,117,-127
2026-08-07,Toronto Blue Jays,Philadelphia Phillies,41.1,58.9,187,-202,180,-220,+6.3% ** BET **,+5.4% ** BET **,-8.0%,-9.9%,José Soriano,R,61.5,92.6,2051.0,12.1,Zack Wheeler,R,52.5,90.1,2369.0,13.4,0.707,0.768,2.38,3.0,0.5,-0.4,N/A,CONFIRMED+PLATOON,105,** BET **,DK vig 101.7%,+6.9%,-6.9%,+6.9%,-6.9%,Toronto Blue Jays,187,-207
2026-08-07,Cincinnati Reds,Washington Nationals,28.5,71.5,105,-113,-102,-118,-20.3%,-22.0%,+18.4%,+17.4%,Chase Petty,R,15.0,91.3,2076.0,8.4,Cade Cavalli,R,61.3,91.7,2227.0,9.7,0.709,0.716,3.83,5.03,0.0,0.0,N/A,PARTIAL,99,,DK vig 101.9%,-19.4%,+19.4%,-19.8%,+19.8%,,105,-115
2026-08-07,Atlanta Braves,New York Yankees,35.5,64.5,114,-123,105,-130,-11.2%,-13.3%,+9.3%,+8.0% ** BET **,Tyler Mahle,R,47.3,89.5,2191.0,8.7,Max Fried,L,37.5,88.1,2270.0,10.0,0.737,0.798,2.17,3.74,1.1,-1.0,N/A,PARTIAL,101,** BET **,DK vig 101.9%,-10.3%,+10.3%,-10.8%,+10.8%,,115,-125
2026-08-07,Athletics,Boston Red Sox,30.2,69.8,240,-260,225,-275,+0.8%,-0.6%,-2.4%,-3.5%,Jack Perkins,R,36.8,91.2,2218.0,12.4,Payton Tolle,L,50.5,93.0,2247.0,12.9,0.665,0.689,7.94,2.79,0.0,-0.1,N/A,CONFIRMED+PLATOON,104,,DK vig 101.6%,+1.3%,-1.3%,+0.6%,-0.6%,,235,-270
2026-08-07,Los Angeles Angels,Miami Marlins,22.0,78.0,132,-142,125,-155,-21.1%,-22.4%,+19.3%,+17.2%,George Klassen,R,2.3,92.3,2145.0,13.1,Tyler Phillips,R,44.7,88.9,2073.0,9.6,0.702,0.753,3.12,3.18,0.0,0.0,N/A,CONFIRMED+PLATOON,96,,DK vig 101.8%,-20.3%,+20.3%,-20.2%,+20.2%,,135,-145
2026-08-07,Cleveland Guardians,Chicago White Sox,63.3,36.7,-140,131,-150,125,+5.0% ** BET **,+3.3% ** BET **,-6.6%,-7.7%,Parker Messick,L,64.8,89.8,2091.0,10.4,Noah Schultz,L,32.5,90.9,2521.0,7.9,0.68,0.735,5.4,4.47,0.7,-0.8,N/A,PARTIAL,99,** BET **,DK vig 101.6%,+5.9%,-5.9%,+5.8%,-5.8%,Cleveland Guardians,-140,130
2026-08-07,Minnesota Twins,Milwaukee Brewers,35.1,64.9,158,-170,154,-190,-3.7%,-4.3%,+1.9%,-0.6%,Zebby Matthews,R,40.5,89.9,2246.0,9.1,Shane Drohan,L,44.0,90.2,2541.0,11.2,0.722,0.734,4.59,2.32,-0.8,0.7,N/A,ESTIMATED,100,,DK vig 101.8%,-3.0%,+3.0%,-2.5%,+2.5%,Milwaukee Brewers,161,-176
2026-08-07,Chicago Cubs,Kansas City Royals,None,None,-165,153,-175,145,N/A,N/A,N/A,N/A,TBD,R,0,None,None,None,Daniel Lynch IV,R,0,None,None,None,0.753,0.708,2.49,4.94,0.0,0.0,N/A,ESTIMATED,99,,DK vig 101.8%,N/A,N/A,N/A,N/A,,-163,153
2026-08-07,Colorado Rockies,St. Louis Cardinals,46.9,53.1,151,-162,145,-175,+7.1% ** BET **,+6.1% ** BET **,-8.7%,-10.5%,Ryan Feltner,R,38.3,89.4,2337.0,10.5,Kyle Leahy,R,53.7,89.5,2182.0,8.1,0.802,0.658,4.98,3.35,0.0,0.0,N/A,CONFIRMED+PLATOON,98,** BET **,DK vig 101.6%,+7.7%,-7.7%,+7.8%,-7.8%,Colorado Rockies,155,-170
2026-08-07,Baltimore Orioles,Texas Rangers,46.9,53.1,129,-139,125,-150,+3.2% ** BET **,+2.5%,-5.1%,-6.9%,Shane Baz,R,64.2,90.7,2411.0,8.2,Nathan Eovaldi,R,63.7,87.2,1890.0,14.5,0.71,0.72,4.06,5.12,0.0,0.0,N/A,ESTIMATED,103,** BET **,DK vig 101.9%,+4.0%,-4.0%,+4.4%,-4.4%,Baltimore Orioles,127,-137
2026-08-07,Los Angeles Dodgers,Arizona Diamondbacks,52.3,47.7,-170,158,-185,150,-10.7%,-12.6%,+8.9%,+7.7% ** BET **,Roki Sasaki,R,49.5,92.2,1700.0,12.7,Merrill Kelly,R,57.2,89.2,2316.0,9.5,0.771,0.707,6.88,4.35,1.9,-4.7,CONFIRMED ✓,ESTIMATED,97,** BET **,DK vig 101.8%,-9.6%,+9.6%,-9.6%,+9.6%,,-172,157
2026-08-07,Houston Astros,San Diego Padres,48.8,51.2,101,-108,-105,-115,-1.0%,-2.4%,-0.7%,-2.3%,Ronel Blanco,R,7.3,87.4,2017.0,10.3,Robbie Ray,L,61.3,88.6,2143.0,10.1,0.738,0.696,2.95,4.28,1.9,-2.0,FADE ✗,ESTIMATED,94,,DK vig 101.7%,-0.2%,+0.2%,-0.1%,+0.1%,,101,-111
2026-08-07,Tampa Bay Rays,Seattle Mariners,57.8,42.2,104,-112,-102,-118,+8.8%,+7.3% ** BET **,-10.6%,-11.9%,Drew Rasmussen,R,58.7,92.4,2372.0,11.2,Logan Gilbert,R,66.3,89.5,1944.0,13.3,0.732,0.687,4.5,5.33,0.0,0.0,N/A,ESTIMATED,96,** BET **,DK vig 101.8%,+9.7%,-9.7%,+9.5%,-9.5%,,105,-115
2026-08-07,Detroit Tigers,San Francisco Giants,51.9,48.1,-128,120,-140,115,-4.2%,-6.4%,+2.6%,+1.6%,Keider Montero,R,58.2,89.8,2351.0,8.0,JT Brubaker,R,27.0,90.3,2319.0,7.0,0.732,0.722,1.87,5.36,0.0,-0.2,N/A,ESTIMATED,95,,DK vig 101.6%,-3.3%,+3.3%,-3.7%,+3.7%,San Francisco Giants,-135,115
