date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_arsenal,f_pit,f_park,f_wind,f_temp,wind,hr_pa,p,odds_dk,odds_mgm,odds_czr,fair
2026-08-27,822694,696100,Hunter Goodman,Colorado Rockies,Washington Nationals,0,Jake Irvin,663623,R,36,470,4.2,1.93,1.2,0.97,1.11,1.0,1.18,1.07,HOT 86F · WIND 9 OUT,0.06509,24.6,,,,+307
2026-08-27,823503,670541,Yordan Alvarez,Houston Astros,New York Yankees,0,Gerrit Cole,543037,R,36,575,4.4,1.7,1.14,1.09,1.02,1.08,1.0,1.0,,0.05683,22.7,248,250,235,+341
2026-08-27,823503,700250,Ben Rice,New York Yankees,Houston Astros,1,Hayden Wesneski,669713,R,35,546,4.3,1.72,1.18,0.99,0.94,1.08,1.0,1.0,,0.053,20.9,299,240,280,+378
2026-08-27,824879,621566,Matt Olson,Atlanta Braves,Los Angeles Dodgers,1,Yoshinobu Yamamoto,808967,R,37,579,4.4,1.73,1.17,1.0,0.95,1.02,1.0,1.0,,0.05081,20.5,487,375,425,+388
2026-08-27,822694,666160,Mickey Moniak,Colorado Rockies,Washington Nationals,0,Jake Irvin,663623,R,21,358,3.8,1.51,1.19,1.05,1.11,1.0,1.18,1.07,HOT 86F · WIND 9 OUT,0.05083,18.0,,,,+456
2026-08-27,823503,671277,Luis García Jr.,New York Yankees,Houston Astros,1,Hayden Wesneski,669713,R,28,453,3.7,1.63,1.18,1.15,0.94,1.08,1.0,1.0,,0.05009,17.3,,,,+478
2026-08-27,822694,682928,CJ Abrams,Washington Nationals,Colorado Rockies,1,Gabriel Hughes,687312,R,29,547,4.3,1.49,1.2,0.93,0.94,1.0,1.18,1.07,HOT 86F · WIND 9 OUT,0.04248,17.0,330,280,320,+488
2026-08-27,823503,572233,Christian Walker,Houston Astros,New York Yankees,0,Gerrit Cole,543037,R,23,526,4.1,1.28,1.08,1.03,1.02,1.08,1.0,1.0,,0.04284,16.4,423,380,400,+510
2026-08-27,823581,641343,Jake Bauers,Milwaukee Brewers,New York Mets,0,Sean Manaea,640455,L,23,476,4.0,1.37,1.05,1.1,1.08,0.97,1.0,1.0,,0.04365,16.4,,,,+510
2026-08-27,824879,660271,Shohei Ohtani,Los Angeles Dodgers,Atlanta Braves,0,Chris Sale,519242,L,30,564,4.4,1.49,1.17,0.92,0.86,1.02,1.0,1.0,,0.03999,16.4,490,450,425,+510
