batter,pt,ab,h,tb,date
595978,SL,1,1,1,2026-06-23
596142,CU,1,0,0,2026-06-23
596142,FC,1,0,0,2026-06-23
596142,SI,2,0,0,2026-06-23
605137,FF,2,1,1,2026-06-23
605137,SI,2,0,0,2026-06-23
605141,CU,1,0,0,2026-06-23
605141,FC,2,1,1,2026-06-23
605141,FF,3,1,1,2026-06-23
605170,CH,1,0,0,2026-06-23
605170,FF,3,1,4,2026-06-23
606466,CU,1,0,0,2026-06-23
606466,FF,1,1,2,2026-06-23
606466,SI,1,0,0,2026-06-23
606466,SL,1,0,0,2026-06-23
607043,CH,2,0,0,2026-06-23
607043,FC,1,0,0,2026-06-23
607043,FF,1,1,3,2026-06-23
607043,SL,1,1,4,2026-06-23
607208,FF,4,2,2,2026-06-23
607208,SI,1,0,0,2026-06-23
607208,ST,1,0,0,2026-06-23
608324,FC,1,0,0,2026-06-23
608324,FF,1,0,0,2026-06-23
608324,FS,1,0,0,2026-06-23
608324,SL,2,0,0,2026-06-23
608348,FF,1,1,2,2026-06-23
608348,SV,1,0,0,2026-06-23
608841,CU,1,0,0,2026-06-23
608841,SL,1,0,0,2026-06-23
609280,FF,1,0,0,2026-06-23
621020,SL,1,1,4,2026-06-23
621020,ST,1,1,2,2026-06-23
621020,SV,1,0,0,2026-06-23
621439,CU,1,1,2,2026-06-23
621439,FF,2,0,0,2026-06-23
621439,SI,1,0,0,2026-06-23
621493,FS,1,0,0,2026-06-23
621493,SI,1,0,0,2026-06-23
621493,ST,2,0,0,2026-06-23
621566,CH,1,0,0,2026-06-23
621566,FF,2,0,0,2026-06-23
621566,SL,1,0,0,2026-06-23
622761,SL,1,0,0,2026-06-23
624413,FC,1,0,0,2026-06-23
624413,SI,2,0,0,2026-06-23
624431,CU,1,0,0,2026-06-23
624431,FC,1,1,1,2026-06-23
624431,SI,1,0,0,2026-06-23
624585,CU,1,0,0,2026-06-23
624585,FF,1,0,0,2026-06-23
624641,FF,3,2,6,2026-06-23
624641,SL,1,0,0,2026-06-23
624641,ST,1,0,0,2026-06-23
641343,FF,1,1,3,2026-06-23
641343,SI,2,0,0,2026-06-23
641355,FF,1,0,0,2026-06-23
641355,FS,1,0,0,2026-06-23
641487,CU,1,0,0,2026-06-23
641487,FF,2,1,1,2026-06-23
641487,SI,1,1,1,2026-06-23
641487,SL,1,0,0,2026-06-23
641933,FC,1,0,0,2026-06-23
641933,ST,1,0,0,2026-06-23
642020,SI,2,1,1,2026-06-23
642020,ST,2,1,1,2026-06-23
642086,FF,1,1,1,2026-06-23
642086,SL,2,0,0,2026-06-23
642086,ST,1,0,0,2026-06-23
642133,CH,1,1,1,2026-06-23
642133,FF,2,0,0,2026-06-23
642133,SL,2,0,0,2026-06-23
642201,FF,1,0,0,2026-06-23
642201,FS,1,1,1,2026-06-23
642201,SL,1,0,0,2026-06-23
642350,CU,2,1,1,2026-06-23
642715,CU,1,1,2,2026-06-23
642715,SI,2,1,1,2026-06-23
642715,SL,1,0,0,2026-06-23
643289,FF,2,1,4,2026-06-23
643289,FS,1,0,0,2026-06-23
643289,SI,1,1,1,2026-06-23
643289,SL,1,0,0,2026-06-23
643446,FF,1,0,0,2026-06-23
643446,SL,2,0,0,2026-06-23
645277,CH,1,0,0,2026-06-23
645277,FS,1,1,2,2026-06-23
645277,SI,1,0,0,2026-06-23
645302,FF,1,0,0,2026-06-23
645302,SL,1,0,0,2026-06-23
645302,ST,1,0,0,2026-06-23
646240,FF,3,1,1,2026-06-23
646240,ST,1,0,0,2026-06-23
647304,FF,3,1,1,2026-06-23
647304,SI,1,1,1,2026-06-23
649966,FF,2,0,0,2026-06-23
649966,SI,2,1,1,2026-06-23
649966,SL,1,1,4,2026-06-23
650333,FC,2,1,1,2026-06-23
650489,CH,1,0,0,2026-06-23
650489,FC,1,1,4,2026-06-23
650489,ST,1,0,0,2026-06-23
650490,CU,1,0,0,2026-06-23
650490,SI,1,0,0,2026-06-23
655316,FC,1,0,0,2026-06-23
655316,FF,2,0,0,2026-06-23
656305,CH,1,0,0,2026-06-23
656305,FC,1,0,0,2026-06-23
656305,SI,1,1,1,2026-06-23
656305,SL,1,0,0,2026-06-23
656413,FF,1,0,0,2026-06-23
656484,FF,1,0,0,2026-06-23
656537,SL,1,1,1,2026-06-23
656555,SI,2,0,0,2026-06-23
656555,SL,1,0,0,2026-06-23
656716,FF,1,0,0,2026-06-23
656716,FS,1,0,0,2026-06-23
656716,SI,1,0,0,2026-06-23
656716,SL,1,1,1,2026-06-23
656775,CU,1,0,0,2026-06-23
656775,FF,2,1,1,2026-06-23
656775,SI,1,0,0,2026-06-23
656811,FF,1,0,0,2026-06-23
656811,SI,1,1,1,2026-06-23
656811,ST,2,0,0,2026-06-23
656976,CH,1,0,0,2026-06-23
656976,FF,1,0,0,2026-06-23
657041,CH,1,0,0,2026-06-23
657041,CU,2,0,0,2026-06-23
657041,FF,1,0,0,2026-06-23
657041,SI,1,0,0,2026-06-23
657136,FC,1,1,1,2026-06-23
657136,FF,1,0,0,2026-06-23
657136,ST,1,0,0,2026-06-23
657757,CU,2,0,0,2026-06-23
657757,FF,1,0,0,2026-06-23
660271,SL,2,0,0,2026-06-23
660271,ST,1,0,0,2026-06-23
660688,SI,1,0,0,2026-06-23
660688,ST,2,0,0,2026-06-23
660710,CU,1,1,1,2026-06-23
660710,SI,2,0,0,2026-06-23
660710,SL,1,0,0,2026-06-23
660821,CH,3,1,1,2026-06-23
660821,FC,1,0,0,2026-06-23
660821,FF,1,0,0,2026-06-23
661388,CU,1,0,0,2026-06-23
661388,FF,1,0,0,2026-06-23
661388,SI,1,1,1,2026-06-23
661388,ST,1,0,0,2026-06-23
662139,CH,1,1,4,2026-06-23
662139,FC,1,1,2,2026-06-23
662139,FF,2,0,0,2026-06-23
662139,SL,2,1,2,2026-06-23
663330,CH,1,0,0,2026-06-23
663330,SL,1,0,0,2026-06-23
663368,FF,1,0,0,2026-06-23
663457,FF,1,1,2,2026-06-23
663457,SI,2,1,1,2026-06-23
663538,CU,1,0,0,2026-06-23
663538,FF,1,0,0,2026-06-23
663538,SL,2,1,2,2026-06-23
663586,FF,3,0,0,2026-06-23
663586,FS,1,0,0,2026-06-23
663728,CU,1,0,0,2026-06-23
663728,FF,2,0,0,2026-06-23
663728,SL,1,1,4,2026-06-23
663837,FF,2,0,0,2026-06-23
663837,FS,1,0,0,2026-06-23
663837,SL,1,1,2,2026-06-23
663968,CU,1,0,0,2026-06-23
663968,SI,2,1,1,2026-06-23
663968,ST,1,0,0,2026-06-23
663993,CU,1,0,0,2026-06-23
663993,FC,1,0,0,2026-06-23
663993,SI,1,1,1,2026-06-23
664023,CH,1,0,0,2026-06-23
664023,CU,1,0,0,2026-06-23
664023,FC,1,1,1,2026-06-23
664023,FF,1,0,0,2026-06-23
664023,FS,1,0,0,2026-06-23
664034,FF,1,0,0,2026-06-23
664040,CH,1,1,2,2026-06-23
664040,CU,1,1,1,2026-06-23
664040,FF,1,0,0,2026-06-23
664040,SI,2,0,0,2026-06-23
664702,FF,1,1,1,2026-06-23
664702,SI,1,0,0,2026-06-23
664702,SL,1,0,0,2026-06-23
664761,FF,1,0,0,2026-06-23
664761,FS,1,1,1,2026-06-23
664761,SI,1,0,0,2026-06-23
664770,FF,1,0,0,2026-06-23
664770,SI,1,0,0,2026-06-23
664983,CH,1,0,0,2026-06-23
664983,FC,2,1,1,2026-06-23
664983,SI,1,0,0,2026-06-23
665161,SI,1,0,0,2026-06-23
665487,FF,1,0,0,2026-06-23
665487,SI,3,2,6,2026-06-23
665487,SL,1,0,0,2026-06-23
665489,CH,1,0,0,2026-06-23
665489,SL,4,1,1,2026-06-23
665489,ST,1,0,0,2026-06-23
665742,CU,1,0,0,2026-06-23
665742,SL,1,0,0,2026-06-23
665750,FS,3,1,1,2026-06-23
665862,FF,1,0,0,2026-06-23
665862,FS,2,1,1,2026-06-23
665862,SL,1,1,4,2026-06-23
665877,CH,2,0,0,2026-06-23
665877,FF,2,1,1,2026-06-23
665926,CH,1,0,0,2026-06-23
665926,FF,2,1,2,2026-06-23
665926,SL,1,0,0,2026-06-23
665953,CH,1,0,0,2026-06-23
665953,FF,1,0,0,2026-06-23
665953,ST,1,0,0,2026-06-23
666018,CH,1,0,0,2026-06-23
666018,CU,1,0,0,2026-06-23
666018,FF,2,1,1,2026-06-23
666018,SL,1,1,1,2026-06-23
666160,FF,1,0,0,2026-06-23
666160,ST,3,0,0,2026-06-23
666176,CU,1,1,1,2026-06-23
666176,FC,1,0,0,2026-06-23
666176,FF,2,0,0,2026-06-23
666182,CH,1,1,1,2026-06-23
666182,SI,1,0,0,2026-06-23
666182,SL,1,0,0,2026-06-23
666182,ST,1,1,4,2026-06-23
666211,FF,2,1,4,2026-06-23
666211,ST,1,0,0,2026-06-23
666397,CH,1,0,0,2026-06-23
666397,ST,2,0,0,2026-06-23
666971,CH,2,0,0,2026-06-23
666971,FC,1,1,1,2026-06-23
666971,ST,1,1,2,2026-06-23
668227,FF,2,0,0,2026-06-23
668227,SI,1,0,0,2026-06-23
668227,ST,1,0,0,2026-06-23
668709,FF,1,0,0,2026-06-23
668709,SI,1,0,0,2026-06-23
668804,CH,1,0,0,2026-06-23
668804,CU,1,1,1,2026-06-23
668804,ST,1,0,0,2026-06-23
668885,CH,2,0,0,2026-06-23
668885,FF,1,0,0,2026-06-23
668885,SI,1,1,1,2026-06-23
668901,CU,1,0,0,2026-06-23
668901,ST,1,0,0,2026-06-23
668904,FF,2,0,0,2026-06-23
668904,SI,1,0,0,2026-06-23
668904,SL,1,1,1,2026-06-23
668930,FF,2,0,0,2026-06-23
668930,SI,1,1,1,2026-06-23
668930,ST,1,0,0,2026-06-23
668942,EP,1,1,2,2026-06-23
668952,CH,1,0,0,2026-06-23
668952,FF,1,0,0,2026-06-23
668952,SL,1,0,0,2026-06-23
668952,ST,1,1,1,2026-06-23
669003,FF,2,0,0,2026-06-23
669003,ST,1,0,0,2026-06-23
669004,CU,1,0,0,2026-06-23
669004,SI,1,0,0,2026-06-23
669004,ST,1,0,0,2026-06-23
669016,FC,1,0,0,2026-06-23
669016,FF,1,0,0,2026-06-23
669016,FS,1,1,1,2026-06-23
669016,SI,1,0,0,2026-06-23
669016,ST,2,2,6,2026-06-23
669065,CU,1,0,0,2026-06-23
669065,FC,1,1,2,2026-06-23
669065,FF,1,0,0,2026-06-23
669065,SI,1,0,0,2026-06-23
669065,SL,1,0,0,2026-06-23
669127,CH,2,0,0,2026-06-23
669127,SL,1,0,0,2026-06-23
669224,FF,2,0,0,2026-06-23
669224,FS,1,0,0,2026-06-23
669224,SI,1,1,2,2026-06-23
669236,FC,2,1,1,2026-06-23
669236,FF,1,0,0,2026-06-23
669242,CH,1,0,0,2026-06-23
669242,FC,2,0,0,2026-06-23
669242,FF,1,0,0,2026-06-23
669242,SI,1,1,1,2026-06-23
669364,CH,1,1,1,2026-06-23
669364,CU,1,0,0,2026-06-23
669364,SI,1,1,1,2026-06-23
669364,SL,1,0,0,2026-06-23
669384,CU,1,1,1,2026-06-23
669384,FC,1,1,1,2026-06-23
669384,SL,1,0,0,2026-06-23
669384,ST,1,0,0,2026-06-23
669392,CU,1,0,0,2026-06-23
669392,FF,2,2,2,2026-06-23
669392,SI,1,1,1,2026-06-23
669477,FF,1,0,0,2026-06-23
669477,SL,2,1,1,2026-06-23
669477,ST,1,1,1,2026-06-23
669707,SI,2,0,0,2026-06-23
669743,FC,1,0,0,2026-06-23
669743,SI,3,2,5,2026-06-23
670032,CH,1,0,0,2026-06-23
670032,FF,2,0,0,2026-06-23
670042,FF,2,0,0,2026-06-23
670042,SI,2,1,2,2026-06-23
670224,CH,1,0,0,2026-06-23
670224,CU,1,0,0,2026-06-23
670224,FF,1,0,0,2026-06-23
670224,SI,1,1,2,2026-06-23
670541,CH,1,0,0,2026-06-23
670541,CU,1,1,2,2026-06-23
670541,SI,2,1,1,2026-06-23
670623,CU,2,0,0,2026-06-23
670623,FC,1,1,1,2026-06-23
670623,FF,1,0,0,2026-06-23
670623,SI,2,1,1,2026-06-23
670764,FF,3,1,1,2026-06-23
671056,CU,1,0,0,2026-06-23
671056,SI,1,0,0,2026-06-23
671056,SL,1,0,0,2026-06-23
671277,ST,1,1,4,2026-06-23
671289,SI,2,0,0,2026-06-23
671289,ST,2,0,0,2026-06-23
671739,SI,1,0,0,2026-06-23
671739,SL,3,2,4,2026-06-23
671739,ST,1,1,1,2026-06-23
672284,FS,1,0,0,2026-06-23
672284,SI,2,0,0,2026-06-23
672515,CU,2,0,0,2026-06-23
672515,FF,1,0,0,2026-06-23
672515,SI,2,1,1,2026-06-23
672640,FC,3,1,1,2026-06-23
672640,SL,2,1,1,2026-06-23
672695,CH,2,0,0,2026-06-23
672695,FF,2,0,0,2026-06-23
672724,CU,2,0,0,2026-06-23
672724,FF,2,0,0,2026-06-23
672960,FF,3,2,2,2026-06-23
672960,ST,1,1,1,2026-06-23
673237,FC,1,1,4,2026-06-23
673237,SL,3,1,1,2026-06-23
673548,FF,3,1,1,2026-06-23
673962,FF,1,0,0,2026-06-23
673962,SI,1,0,0,2026-06-23
673962,SL,2,0,0,2026-06-23
676356,FC,1,0,0,2026-06-23
676356,FF,3,1,1,2026-06-23
676369,FC,1,0,0,2026-06-23
676369,FF,1,0,0,2026-06-23
676369,SI,1,0,0,2026-06-23
676439,CH,2,0,0,2026-06-23
676439,FF,1,0,0,2026-06-23
676439,SI,1,0,0,2026-06-23
676475,CU,2,0,0,2026-06-23
676475,FF,2,1,2,2026-06-23
676572,CU,1,0,0,2026-06-23
676609,FF,2,0,0,2026-06-23
676609,FS,2,1,1,2026-06-23
676724,CH,1,0,0,2026-06-23
676724,CU,2,0,0,2026-06-23
676914,FF,1,0,0,2026-06-23
677587,CU,2,0,0,2026-06-23
677587,FF,1,0,0,2026-06-23
677587,SL,1,0,0,2026-06-23
677588,FF,1,1,2,2026-06-23
677588,ST,3,1,1,2026-06-23
677594,FF,2,0,0,2026-06-23
677594,SI,1,0,0,2026-06-23
677594,ST,1,0,0,2026-06-23
677649,CH,1,0,0,2026-06-23
677649,SI,1,0,0,2026-06-23
677649,SL,2,1,1,2026-06-23
677800,FF,1,0,0,2026-06-23
677800,SI,1,1,4,2026-06-23
677800,SL,1,0,0,2026-06-23
677800,ST,1,1,3,2026-06-23
678011,FC,1,1,1,2026-06-23
678011,FF,1,0,0,2026-06-23
678011,ST,1,1,1,2026-06-23
678218,CH,1,0,0,2026-06-23
678218,CU,1,0,0,2026-06-23
678218,FC,1,0,0,2026-06-23
678218,FF,2,0,0,2026-06-23
678246,CU,1,0,0,2026-06-23
678246,FC,1,1,4,2026-06-23
678246,FF,1,0,0,2026-06-23
678246,SI,1,0,0,2026-06-23
678391,SI,2,1,1,2026-06-23
678391,ST,1,1,4,2026-06-23
678554,SI,1,0,0,2026-06-23
678554,SL,1,0,0,2026-06-23
678554,ST,3,0,0,2026-06-23
678577,CH,1,0,0,2026-06-23
678577,FF,2,0,0,2026-06-23
678662,CH,1,1,4,2026-06-23
678662,SI,1,0,0,2026-06-23
678662,ST,2,0,0,2026-06-23
678882,CH,1,0,0,2026-06-23
678882,FC,2,0,0,2026-06-23
678882,FF,1,0,0,2026-06-23
678882,ST,1,1,1,2026-06-23
679529,FF,1,0,0,2026-06-23
679529,FS,2,0,0,2026-06-23
679529,SL,1,0,0,2026-06-23
679845,CH,2,1,1,2026-06-23
679845,CU,1,1,4,2026-06-23
679845,EP,1,1,1,2026-06-23
679845,FF,1,1,1,2026-06-23
680700,FC,1,0,0,2026-06-23
680700,FF,3,1,1,2026-06-23
680700,SI,1,0,0,2026-06-23
680757,CU,1,0,0,2026-06-23
680757,SI,2,1,2,2026-06-23
680757,SL,2,0,0,2026-06-23
680776,FF,4,0,0,2026-06-23
680776,ST,1,0,0,2026-06-23
680869,SI,1,0,0,2026-06-23
681082,FF,2,1,1,2026-06-23
681082,SL,1,1,1,2026-06-23
681082,ST,1,1,4,2026-06-23
681198,FC,1,1,1,2026-06-23
681198,SI,2,1,1,2026-06-23
681198,ST,1,0,0,2026-06-23
681297,FF,1,0,0,2026-06-23
681297,FS,1,0,0,2026-06-23
681297,SI,1,0,0,2026-06-23
681351,CU,1,0,0,2026-06-23
681351,FC,2,0,0,2026-06-23
681393,CU,1,0,0,2026-06-23
681393,FF,2,0,0,2026-06-23
681393,ST,1,0,0,2026-06-23
681481,FF,1,0,0,2026-06-23
681624,CH,1,0,0,2026-06-23
681624,FC,1,1,1,2026-06-23
681624,FF,1,1,1,2026-06-23
681624,ST,2,1,1,2026-06-23
681715,FC,1,1,4,2026-06-23
681715,FF,1,0,0,2026-06-23
681715,SL,1,1,2,2026-06-23
681807,SV,1,0,0,2026-06-23
681987,CH,1,1,2,2026-06-23
681987,FF,1,1,1,2026-06-23
681987,FS,1,1,2,2026-06-23
681987,ST,1,0,0,2026-06-23
682177,CU,1,0,0,2026-06-23
682177,FC,1,0,0,2026-06-23
682177,FF,1,0,0,2026-06-23
682622,FF,1,0,0,2026-06-23
682622,SI,1,0,0,2026-06-23
682622,SL,1,0,0,2026-06-23
682626,SI,2,1,4,2026-06-23
682626,SL,1,1,1,2026-06-23
682626,ST,1,0,0,2026-06-23
682668,CH,2,0,0,2026-06-23
682668,FF,1,0,0,2026-06-23
682829,CU,2,0,0,2026-06-23
682829,FF,1,0,0,2026-06-23
682848,FF,1,1,2,2026-06-23
682848,SI,2,0,0,2026-06-23
682848,ST,1,0,0,2026-06-23
682985,FF,1,0,0,2026-06-23
682985,SL,1,0,0,2026-06-23
682987,FF,2,0,0,2026-06-23
682987,SL,2,1,1,2026-06-23
682997,FF,1,0,0,2026-06-23
682998,CH,2,0,0,2026-06-23
682998,FF,1,0,0,2026-06-23
682998,SI,1,0,0,2026-06-23
683002,CH,1,0,0,2026-06-23
683002,FC,2,0,0,2026-06-23
683002,FF,1,1,1,2026-06-23
683011,CH,1,0,0,2026-06-23
683011,CU,1,0,0,2026-06-23
683011,SI,1,1,1,2026-06-23
683011,SV,1,1,1,2026-06-23
683083,CH,1,1,1,2026-06-23
683083,FF,2,0,0,2026-06-23
683146,CH,1,0,0,2026-06-23
683146,FF,1,0,0,2026-06-23
683146,SI,1,1,1,2026-06-23
683357,CH,2,1,4,2026-06-23
683357,FF,1,0,0,2026-06-23
683357,SI,1,0,0,2026-06-23
683734,CH,1,0,0,2026-06-23
683737,FC,1,0,0,2026-06-23
683737,FF,1,0,0,2026-06-23
683737,SI,1,0,0,2026-06-23
683737,SL,1,0,0,2026-06-23
683748,FF,1,0,0,2026-06-23
683953,FF,3,0,0,2026-06-23
683953,SL,1,0,0,2026-06-23
686475,CH,1,1,1,2026-06-23
686475,CU,1,0,0,2026-06-23
686475,SL,1,1,1,2026-06-23
686611,CH,2,2,2,2026-06-23
686611,FF,1,0,0,2026-06-23
686611,ST,1,0,0,2026-06-23
686681,FF,3,1,2,2026-06-23
686681,SI,1,0,0,2026-06-23
686780,CH,1,0,0,2026-06-23
686797,CH,1,0,0,2026-06-23
686797,FF,1,1,4,2026-06-23
686797,SI,1,0,0,2026-06-23
686797,SL,1,0,0,2026-06-23
686948,FF,2,0,0,2026-06-23
686948,SL,2,0,0,2026-06-23
687093,CU,1,1,1,2026-06-23
687093,FC,1,0,0,2026-06-23
687093,FF,2,0,0,2026-06-23
687263,CU,1,0,0,2026-06-23
687263,FC,1,1,1,2026-06-23
687263,FF,2,1,2,2026-06-23
687282,FF,1,1,1,2026-06-23
687282,FS,1,0,0,2026-06-23
687282,SL,3,1,1,2026-06-23
687401,CU,1,0,0,2026-06-23
687401,FF,1,0,0,2026-06-23
687401,SI,1,0,0,2026-06-23
687401,ST,1,0,0,2026-06-23
687462,FF,2,1,1,2026-06-23
687462,SI,2,0,0,2026-06-23
687462,ST,1,0,0,2026-06-23
687515,CH,2,0,0,2026-06-23
687515,SI,1,0,0,2026-06-23
687551,FC,1,0,0,2026-06-23
687859,CH,2,1,2,2026-06-23
687859,SI,1,1,1,2026-06-23
687859,ST,1,0,0,2026-06-23
690976,CU,1,0,0,2026-06-23
690976,FC,1,1,1,2026-06-23
690976,SI,1,0,0,2026-06-23
690976,ST,1,1,1,2026-06-23
690984,CU,1,1,1,2026-06-23
690993,FF,2,0,0,2026-06-23
691011,CH,3,0,0,2026-06-23
691016,FF,3,2,2,2026-06-23
691016,SI,1,0,0,2026-06-23
691023,CU,1,0,0,2026-06-23
691023,FC,2,2,2,2026-06-23
691023,SL,1,0,0,2026-06-23
691176,CH,1,0,0,2026-06-23
691176,FF,1,1,2,2026-06-23
691176,FS,2,0,0,2026-06-23
691406,FF,3,2,5,2026-06-23
691406,SL,2,1,1,2026-06-23
691458,CH,1,0,0,2026-06-23
691458,FC,1,0,0,2026-06-23
691594,FF,1,1,2,2026-06-23
691594,FS,1,0,0,2026-06-23
691594,SI,2,1,1,2026-06-23
691718,FF,2,1,4,2026-06-23
691718,FS,1,0,0,2026-06-23
691723,FC,1,0,0,2026-06-23
691723,FF,1,0,0,2026-06-23
691723,SI,1,0,0,2026-06-23
691740,CU,2,0,0,2026-06-23
691740,FC,1,0,0,2026-06-23
691740,FF,1,0,0,2026-06-23
691777,CH,2,1,1,2026-06-23
691788,FC,2,1,1,2026-06-23
691788,FF,2,1,4,2026-06-23
693304,SI,3,2,2,2026-06-23
693304,ST,1,0,0,2026-06-23
693307,CH,1,1,1,2026-06-23
693307,FF,2,1,2,2026-06-23
693307,SI,1,1,1,2026-06-23
693459,FF,2,0,0,2026-06-23
693459,SI,1,0,0,2026-06-23
694192,FF,1,1,1,2026-06-23
694192,SI,1,0,0,2026-06-23
694192,ST,2,0,0,2026-06-23
694212,SI,3,0,0,2026-06-23
694212,SL,1,0,0,2026-06-23
694362,FF,1,0,0,2026-06-23
694362,SI,2,0,0,2026-06-23
694362,ST,1,0,0,2026-06-23
694371,CU,1,0,0,2026-06-23
694371,SI,2,0,0,2026-06-23
694384,CH,1,0,0,2026-06-23
694384,CU,1,1,1,2026-06-23
694384,FC,1,1,4,2026-06-23
694384,FF,1,0,0,2026-06-23
694388,CU,1,1,4,2026-06-23
694410,FF,2,1,2,2026-06-23
694410,ST,1,0,0,2026-06-23
694671,CH,1,0,0,2026-06-23
694671,SI,2,1,1,2026-06-23
694671,ST,1,0,0,2026-06-23
694728,CH,1,0,0,2026-06-23
694728,FC,2,0,0,2026-06-23
694728,SL,1,0,0,2026-06-23
695238,FF,2,0,0,2026-06-23
695490,CU,2,0,0,2026-06-23
695490,FF,1,0,0,2026-06-23
695506,CH,1,1,1,2026-06-23
695506,EP,1,0,0,2026-06-23
695506,FF,2,1,4,2026-06-23
695506,SL,1,1,4,2026-06-23
695578,FF,1,0,0,2026-06-23
695578,SI,1,0,0,2026-06-23
695578,ST,3,0,0,2026-06-23
695600,CU,1,0,0,2026-06-23
695600,EP,1,0,0,2026-06-23
695600,FF,1,0,0,2026-06-23
695600,SI,1,1,1,2026-06-23
695657,CU,1,1,1,2026-06-23
695657,FF,2,0,0,2026-06-23
695681,CU,2,1,1,2026-06-23
695681,FF,1,0,0,2026-06-23
695731,FF,2,0,0,2026-06-23
696030,CH,2,1,1,2026-06-23
696030,FC,1,1,1,2026-06-23
696030,FS,1,0,0,2026-06-23
696100,FF,1,1,1,2026-06-23
696100,SI,2,0,0,2026-06-23
696100,ST,1,0,0,2026-06-23
696135,FF,2,1,4,2026-06-23
696135,SL,1,1,1,2026-06-23
696135,SV,1,0,0,2026-06-23
696285,CH,2,0,0,2026-06-23
696285,ST,2,0,0,2026-06-23
699625,FF,2,1,1,2026-06-23
700250,FF,1,0,0,2026-06-23
700250,FS,2,0,0,2026-06-23
700250,SL,1,0,0,2026-06-23
700250,ST,1,0,0,2026-06-23
700932,FC,1,0,0,2026-06-23
700932,FF,2,0,0,2026-06-23
701162,CH,1,0,0,2026-06-23
701162,FF,2,2,2,2026-06-23
701358,FF,1,0,0,2026-06-23
701358,SI,1,1,1,2026-06-23
701358,SL,3,1,4,2026-06-23
701398,CU,1,0,0,2026-06-23
701398,FF,1,0,0,2026-06-23
701398,ST,1,0,0,2026-06-23
701538,FF,4,1,2,2026-06-23
701675,FF,1,0,0,2026-06-23
701678,FF,1,1,1,2026-06-23
701678,SL,1,0,0,2026-06-23
701762,CU,1,0,0,2026-06-23
701762,SI,1,0,0,2026-06-23
701762,SL,2,0,0,2026-06-23
701807,CH,1,0,0,2026-06-23
701807,CU,2,0,0,2026-06-23
701807,FF,1,1,1,2026-06-23
702222,CH,1,0,0,2026-06-23
702222,FF,2,0,0,2026-06-23
702222,SI,1,1,2,2026-06-23
702284,CH,1,0,0,2026-06-23
702284,SI,1,0,0,2026-06-23
702284,ST,1,1,4,2026-06-23
702332,CH,2,0,0,2026-06-23
702332,SI,1,1,1,2026-06-23
702332,ST,2,0,0,2026-06-23
703607,CH,1,0,0,2026-06-23
703607,CU,2,0,0,2026-06-23
703607,SL,1,0,0,2026-06-23
802139,CH,1,0,0,2026-06-23
802139,CU,2,0,0,2026-06-23
802139,SL,1,0,0,2026-06-23
802139,ST,1,0,0,2026-06-23
802415,FF,2,0,0,2026-06-23
803011,FF,1,0,0,2026-06-23
803011,SI,2,0,0,2026-06-23
805300,FC,2,0,0,2026-06-23
805300,FF,1,0,0,2026-06-23
805367,CH,2,0,0,2026-06-23
805367,FF,1,0,0,2026-06-23
805779,CH,1,0,0,2026-06-23
805779,SI,2,0,0,2026-06-23
805808,CH,1,0,0,2026-06-23
805808,FF,2,0,0,2026-06-23
805808,SL,1,0,0,2026-06-23
805811,FF,1,0,0,2026-06-23
805811,SI,1,0,0,2026-06-23
805811,ST,1,0,0,2026-06-23
805999,CH,1,0,0,2026-06-23
805999,FF,1,0,0,2026-06-23
805999,SL,1,0,0,2026-06-23
806068,FC,2,1,1,2026-06-23
806068,FF,1,0,0,2026-06-23
806068,ST,1,0,0,2026-06-23
806198,CH,1,0,0,2026-06-23
806198,FF,1,0,0,2026-06-23
806198,SI,1,0,0,2026-06-23
807712,FF,1,0,0,2026-06-23
807712,ST,1,0,0,2026-06-23
807713,FF,1,1,1,2026-06-23
807713,FS,1,0,0,2026-06-23
807713,SI,1,0,0,2026-06-23
808982,CU,1,1,1,2026-06-23
808982,FC,1,1,4,2026-06-23
808982,SL,1,0,0,2026-06-23
813841,FF,1,0,0,2026-06-23
813841,SI,1,0,0,2026-06-23
823550,CH,2,1,1,2026-06-23
823550,FF,1,0,0,2026-06-23
502671,CU,1,1,4,2026-06-24
502671,FC,1,0,0,2026-06-24
502671,FF,2,1,4,2026-06-24
514888,FF,1,0,0,2026-06-24
514888,SL,3,0,0,2026-06-24
518692,FF,1,1,1,2026-06-24
518692,SI,1,1,1,2026-06-24
518692,ST,1,0,0,2026-06-24
521692,CH,2,0,0,2026-06-24
521692,ST,2,0,0,2026-06-24
543760,FC,1,0,0,2026-06-24
543760,FF,2,0,0,2026-06-24
543760,SI,2,0,0,2026-06-24
543760,ST,3,1,1,2026-06-24
543807,CH,1,0,0,2026-06-24
543807,FF,1,0,0,2026-06-24
543807,SL,2,0,0,2026-06-24
545121,CH,1,0,0,2026-06-24
545121,CU,2,1,2,2026-06-24
545121,FC,1,0,0,2026-06-24
545341,SI,1,0,0,2026-06-24
545341,ST,1,1,4,2026-06-24
547180,FF,2,0,0,2026-06-24
547180,SI,1,0,0,2026-06-24
547180,ST,1,0,0,2026-06-24
553869,CH,1,0,0,2026-06-24
553869,FF,2,0,0,2026-06-24
553993,CU,1,1,2,2026-06-24
553993,FC,1,0,0,2026-06-24
553993,FF,1,1,2,2026-06-24
571448,CH,1,0,0,2026-06-24
571448,CU,1,0,0,2026-06-24
571448,SI,2,1,2,2026-06-24
571448,ST,1,0,0,2026-06-24
