batter,pt,ab,h,tb,date
519317,CH,1,1,1,2026-03-25
519317,SI,2,1,1,2026-03-25
519317,SL,1,0,0,2026-03-25
592450,CH,2,0,0,2026-03-25
592450,FF,1,0,0,2026-03-25
592450,SI,2,0,0,2026-03-25
641355,CH,1,0,0,2026-03-25
641355,FC,1,1,1,2026-03-25
641355,FF,2,0,0,2026-03-25
641355,FS,1,0,0,2026-03-25
641857,CH,2,1,1,2026-03-25
641857,SL,1,0,0,2026-03-25
642715,FC,3,0,0,2026-03-25
642715,FF,1,0,0,2026-03-25
646240,SI,3,1,1,2026-03-25
646240,SL,1,0,0,2026-03-25
650333,SI,2,1,1,2026-03-25
650333,ST,1,0,0,2026-03-25
656305,CH,1,0,0,2026-03-25
656305,CU,2,0,0,2026-03-25
663757,CH,1,1,3,2026-03-25
663757,FF,3,0,0,2026-03-25
663757,SI,1,0,0,2026-03-25
664056,FF,2,0,0,2026-03-25
664056,SL,1,0,0,2026-03-25
665862,CH,2,0,0,2026-03-25
665862,CU,1,1,1,2026-03-25
669224,CH,1,1,1,2026-03-25
669224,SI,2,1,1,2026-03-25
669477,FC,1,0,0,2026-03-25
669477,SI,1,0,0,2026-03-25
669477,ST,1,0,0,2026-03-25
671218,CH,2,1,1,2026-03-25
671218,FC,1,0,0,2026-03-25
671218,SI,1,0,0,2026-03-25
672275,FC,1,0,0,2026-03-25
672275,FF,2,0,0,2026-03-25
676609,CH,1,0,0,2026-03-25
676609,SI,2,0,0,2026-03-25
676609,ST,1,1,1,2026-03-25
700250,CU,1,0,0,2026-03-25
700250,SI,2,1,1,2026-03-25
700250,ST,1,0,0,2026-03-25
808982,FC,1,0,0,2026-03-25
808982,SI,2,0,0,2026-03-25
808982,ST,1,0,0,2026-03-25
457705,CH,1,0,0,2026-03-26
457705,SI,1,1,2,2026-03-26
467793,FF,2,0,0,2026-03-26
467793,SI,1,0,0,2026-03-26
500743,FF,2,1,1,2026-03-26
500743,SL,2,0,0,2026-03-26
514888,SI,2,0,0,2026-03-26
514888,SL,1,0,0,2026-03-26
518692,CH,1,0,0,2026-03-26
518692,FF,3,0,0,2026-03-26
542303,CU,1,0,0,2026-03-26
542303,FC,1,0,0,2026-03-26
542303,FF,2,0,0,2026-03-26
543309,SI,1,1,1,2026-03-26
543760,FF,1,0,0,2026-03-26
543760,SI,3,2,3,2026-03-26
543760,SL,1,0,0,2026-03-26
545361,FF,1,1,4,2026-03-26
545361,SL,1,0,0,2026-03-26
547180,FF,1,0,0,2026-03-26
547180,FS,2,0,0,2026-03-26
547180,SI,1,0,0,2026-03-26
553993,CH,1,0,0,2026-03-26
553993,FC,2,0,0,2026-03-26
553993,FF,1,0,0,2026-03-26
571448,FC,1,0,0,2026-03-26
571448,FS,1,0,0,2026-03-26
571448,SI,1,1,1,2026-03-26
571970,CH,1,1,1,2026-03-26
571970,FF,1,0,0,2026-03-26
572233,SI,3,1,2,2026-03-26
575929,FC,1,0,0,2026-03-26
575929,FF,3,0,0,2026-03-26
592206,FC,1,0,0,2026-03-26
592518,CH,2,1,1,2026-03-26
592518,FF,1,0,0,2026-03-26
592626,FF,1,0,0,2026-03-26
592663,CH,1,0,0,2026-03-26
592663,FS,2,0,0,2026-03-26
592885,FF,1,1,1,2026-03-26
592885,SL,1,0,0,2026-03-26
592885,SV,2,1,1,2026-03-26
593428,FF,4,2,3,2026-03-26
593871,CH,1,1,1,2026-03-26
593871,FF,1,0,0,2026-03-26
593871,ST,1,0,0,2026-03-26
595879,FF,1,1,1,2026-03-26
595879,ST,2,0,0,2026-03-26
596019,FF,1,0,0,2026-03-26
596019,ST,1,0,0,2026-03-26
596115,CH,1,0,0,2026-03-26
596115,CU,1,0,0,2026-03-26
596115,FF,2,0,0,2026-03-26
596115,ST,1,1,1,2026-03-26
605137,FF,1,0,0,2026-03-26
605137,ST,2,0,0,2026-03-26
605141,CU,1,0,0,2026-03-26
605141,FF,1,0,0,2026-03-26
605141,SI,1,1,1,2026-03-26
605141,SL,1,0,0,2026-03-26
605170,CH,1,0,0,2026-03-26
605170,FF,1,0,0,2026-03-26
605170,FS,1,1,1,2026-03-26
606192,CU,1,0,0,2026-03-26
606192,FF,2,1,1,2026-03-26
606192,SI,1,0,0,2026-03-26
606466,CU,2,0,0,2026-03-26
606466,FF,1,0,0,2026-03-26
606466,FS,1,0,0,2026-03-26
607043,SI,3,0,0,2026-03-26
607208,FC,1,1,1,2026-03-26
607208,FF,1,1,1,2026-03-26
607208,SI,2,0,0,2026-03-26
608070,CH,3,0,0,2026-03-26
608070,FC,1,0,0,2026-03-26
608070,SL,1,1,2,2026-03-26
608324,CU,1,0,0,2026-03-26
608324,FF,1,1,1,2026-03-26
608324,SI,1,0,0,2026-03-26
608324,ST,1,0,0,2026-03-26
608348,FF,1,0,0,2026-03-26
608348,SI,1,1,1,2026-03-26
608348,SL,1,0,0,2026-03-26
608369,CH,1,0,0,2026-03-26
608369,SI,3,2,2,2026-03-26
609280,FF,3,0,0,2026-03-26
621020,CH,1,0,0,2026-03-26
621020,CU,1,0,0,2026-03-26
621043,CU,1,0,0,2026-03-26
621043,FF,1,0,0,2026-03-26
621043,SI,2,0,0,2026-03-26
621439,CH,1,0,0,2026-03-26
621439,FF,3,1,3,2026-03-26
621493,CU,1,0,0,2026-03-26
621493,SI,2,0,0,2026-03-26
621493,SL,1,0,0,2026-03-26
624413,CU,2,0,0,2026-03-26
624413,FC,1,0,0,2026-03-26
624424,FF,1,0,0,2026-03-26
624512,FC,1,0,0,2026-03-26
624585,CU,2,0,0,2026-03-26
624585,FF,1,0,0,2026-03-26
624585,SI,1,0,0,2026-03-26
624585,SL,1,1,1,2026-03-26
630105,CH,1,0,0,2026-03-26
630105,FF,1,0,0,2026-03-26
630105,SL,2,0,0,2026-03-26
641343,CH,1,0,0,2026-03-26
641343,FF,2,1,4,2026-03-26
641343,SI,1,1,1,2026-03-26
641343,ST,1,0,0,2026-03-26
641584,SI,1,1,1,2026-03-26
641933,FF,1,0,0,2026-03-26
641933,SI,1,1,1,2026-03-26
643217,FF,2,0,0,2026-03-26
643376,FS,1,1,1,2026-03-26
643376,SI,3,0,0,2026-03-26
643396,FF,2,0,0,2026-03-26
647304,CH,2,0,0,2026-03-26
647304,FF,1,0,0,2026-03-26
647304,SL,1,0,0,2026-03-26
650402,FC,1,0,0,2026-03-26
650402,FF,3,1,1,2026-03-26
650490,CH,1,1,1,2026-03-26
650490,CU,1,0,0,2026-03-26
650490,FF,2,1,1,2026-03-26
650490,ST,1,1,1,2026-03-26
650859,CH,1,0,0,2026-03-26
650859,SL,1,0,0,2026-03-26
656537,FC,1,0,0,2026-03-26
656555,FS,2,2,3,2026-03-26
656555,SI,1,1,1,2026-03-26
656775,FC,1,0,0,2026-03-26
656775,FF,1,0,0,2026-03-26
656775,SI,2,0,0,2026-03-26
656775,SL,1,0,0,2026-03-26
656811,FF,3,1,4,2026-03-26
656811,SI,1,1,1,2026-03-26
656941,CU,1,1,4,2026-03-26
656941,FF,1,0,0,2026-03-26
656941,FS,1,0,0,2026-03-26
656941,ST,1,0,0,2026-03-26
657656,CH,2,1,4,2026-03-26
657656,CU,1,0,0,2026-03-26
657656,FF,1,0,0,2026-03-26
657757,FF,1,0,0,2026-03-26
657757,SI,2,0,0,2026-03-26
660162,CU,1,1,1,2026-03-26
660162,FF,2,0,0,2026-03-26
660271,CU,1,1,1,2026-03-26
660271,FF,2,0,0,2026-03-26
660688,CH,2,0,0,2026-03-26
660688,FF,2,1,1,2026-03-26
660844,CH,1,0,0,2026-03-26
660844,FC,1,0,0,2026-03-26
661388,CH,2,1,2,2026-03-26
661388,FF,1,0,0,2026-03-26
663368,FF,1,0,0,2026-03-26
663538,FF,2,0,0,2026-03-26
663538,SI,1,0,0,2026-03-26
663538,ST,1,0,0,2026-03-26
663604,CH,1,0,0,2026-03-26
663616,SL,1,0,0,2026-03-26
663647,FF,2,0,0,2026-03-26
663647,ST,1,0,0,2026-03-26
663656,CU,1,0,0,2026-03-26
663656,FC,1,1,2,2026-03-26
663656,FF,2,0,0,2026-03-26
663728,CH,1,0,0,2026-03-26
663728,FF,1,0,0,2026-03-26
663728,SL,1,0,0,2026-03-26
663743,FC,1,1,1,2026-03-26
663743,FF,1,1,1,2026-03-26
663743,SI,1,1,1,2026-03-26
663743,SL,1,0,0,2026-03-26
663886,FC,2,0,0,2026-03-26
663886,FF,1,0,0,2026-03-26
664023,CH,2,0,0,2026-03-26
664023,FF,3,1,1,2026-03-26
664040,CU,2,1,4,2026-03-26
664040,FC,1,0,0,2026-03-26
664040,FF,1,1,4,2026-03-26
664059,CH,2,0,0,2026-03-26
664761,FC,2,1,4,2026-03-26
664761,FS,1,0,0,2026-03-26
665019,CH,1,0,0,2026-03-26
665487,CH,1,0,0,2026-03-26
665487,CU,1,0,0,2026-03-26
665487,FF,1,1,1,2026-03-26
665487,SI,1,0,0,2026-03-26
665742,CU,1,0,0,2026-03-26
665742,FF,1,1,1,2026-03-26
665742,SI,1,1,1,2026-03-26
665742,ST,1,0,0,2026-03-26
665833,CU,1,1,1,2026-03-26
665833,FF,2,0,0,2026-03-26
665833,FS,1,0,0,2026-03-26
665833,SL,1,0,0,2026-03-26
665953,FF,2,1,2,2026-03-26
665953,SI,1,1,1,2026-03-26
665966,CH,1,1,1,2026-03-26
665966,FF,1,0,0,2026-03-26
665966,ST,1,0,0,2026-03-26
666018,FF,1,0,0,2026-03-26
666018,SI,1,1,1,2026-03-26
666018,SL,2,1,4,2026-03-26
666023,CH,1,0,0,2026-03-26
666023,FF,1,0,0,2026-03-26
666023,SI,1,0,0,2026-03-26
666139,CH,1,0,0,2026-03-26
666139,CU,2,0,0,2026-03-26
666139,ST,1,0,0,2026-03-26
666152,FF,1,0,0,2026-03-26
666152,SI,1,1,1,2026-03-26
666176,CH,1,1,1,2026-03-26
666176,SI,2,1,1,2026-03-26
666181,ST,1,0,0,2026-03-26
666182,FF,1,0,0,2026-03-26
666182,SI,1,0,0,2026-03-26
666182,SL,1,0,0,2026-03-26
666182,ST,1,0,0,2026-03-26
666310,CH,1,0,0,2026-03-26
666310,FC,1,0,0,2026-03-26
666310,FF,1,0,0,2026-03-26
666310,SI,1,0,0,2026-03-26
666310,SL,1,0,0,2026-03-26
666969,CU,1,0,0,2026-03-26
666969,FF,2,0,0,2026-03-26
666969,FS,1,0,0,2026-03-26
667472,FS,1,0,0,2026-03-26
668227,CH,1,1,2,2026-03-26
668227,FC,2,0,0,2026-03-26
668227,FF,1,0,0,2026-03-26
668715,FC,1,0,0,2026-03-26
668715,FF,1,0,0,2026-03-26
668715,SI,1,0,0,2026-03-26
668723,CH,1,0,0,2026-03-26
668723,FF,2,0,0,2026-03-26
668804,CU,1,0,0,2026-03-26
668804,FF,2,1,1,2026-03-26
668804,SL,1,0,0,2026-03-26
668885,FF,2,1,1,2026-03-26
668885,ST,1,0,0,2026-03-26
668904,CH,1,0,0,2026-03-26
668904,SI,1,0,0,2026-03-26
668930,CH,1,1,2,2026-03-26
668930,FF,1,0,0,2026-03-26
668930,SI,2,1,1,2026-03-26
668939,FF,1,0,0,2026-03-26
668939,SI,1,1,1,2026-03-26
668939,ST,2,1,2,2026-03-26
669003,SI,1,0,0,2026-03-26
669016,CU,1,1,2,2026-03-26
669016,FF,2,0,0,2026-03-26
669016,FS,1,1,2,2026-03-26
669257,CH,1,1,4,2026-03-26
669257,FF,3,1,1,2026-03-26
669326,SI,1,0,0,2026-03-26
669357,FC,2,0,0,2026-03-26
669357,FF,1,0,0,2026-03-26
669357,SL,1,1,1,2026-03-26
669394,SI,4,3,6,2026-03-26
669397,FF,1,0,0,2026-03-26
669701,FF,1,0,0,2026-03-26
669701,SI,1,0,0,2026-03-26
669701,SL,1,0,0,2026-03-26
669707,CH,1,0,0,2026-03-26
669707,FF,2,0,0,2026-03-26
669707,SI,1,1,2,2026-03-26
669720,CU,3,0,0,2026-03-26
669720,FF,1,1,1,2026-03-26
670042,CH,2,0,0,2026-03-26
670042,FC,1,1,4,2026-03-26
670042,FF,1,0,0,2026-03-26
670242,FF,1,0,0,2026-03-26
670242,SI,1,0,0,2026-03-26
670541,FF,1,0,0,2026-03-26
670541,FS,2,0,0,2026-03-26
670623,CU,3,0,0,2026-03-26
670770,FC,1,0,0,2026-03-26
670770,SI,2,0,0,2026-03-26
670770,ST,1,0,0,2026-03-26
671056,FC,1,0,0,2026-03-26
671056,SI,3,0,0,2026-03-26
671277,CH,1,0,0,2026-03-26
671277,FF,1,0,0,2026-03-26
671976,FS,1,0,0,2026-03-26
672356,FF,2,0,0,2026-03-26
672356,SI,1,1,1,2026-03-26
672356,SL,1,0,0,2026-03-26
672515,SI,2,0,0,2026-03-26
672515,SL,2,0,0,2026-03-26
672695,FF,2,2,5,2026-03-26
672695,FS,1,0,0,2026-03-26
672695,SL,1,0,0,2026-03-26
672724,CU,1,0,0,2026-03-26
672724,SI,1,0,0,2026-03-26
672724,ST,2,1,1,2026-03-26
672820,SI,1,0,0,2026-03-26
672820,SL,1,0,0,2026-03-26
673237,SI,3,0,0,2026-03-26
673357,CU,1,1,1,2026-03-26
673357,FF,1,1,1,2026-03-26
673357,SI,1,0,0,2026-03-26
673357,ST,1,0,0,2026-03-26
673962,CH,2,0,0,2026-03-26
673962,SI,2,0,0,2026-03-26
676356,CH,1,0,0,2026-03-26
676356,FF,2,1,1,2026-03-26
676356,SI,1,1,1,2026-03-26
676439,SI,1,0,0,2026-03-26
676475,CH,1,1,1,2026-03-26
676475,FC,1,0,0,2026-03-26
676475,FF,2,2,5,2026-03-26
676694,SI,2,0,0,2026-03-26
676694,SL,1,0,0,2026-03-26
677587,CH,1,0,0,2026-03-26
677587,FC,1,1,2,2026-03-26
677587,SL,1,1,1,2026-03-26
677592,CU,2,0,0,2026-03-26
677592,ST,1,0,0,2026-03-26
677594,FC,1,0,0,2026-03-26
677594,FF,2,0,0,2026-03-26
677594,SI,1,0,0,2026-03-26
677649,FS,1,0,0,2026-03-26
677800,FC,1,0,0,2026-03-26
677800,FF,1,0,0,2026-03-26
677800,ST,2,1,1,2026-03-26
677942,FF,2,0,0,2026-03-26
677942,SI,1,1,1,2026-03-26
677950,CU,2,0,0,2026-03-26
677950,FF,1,0,0,2026-03-26
678009,CH,1,0,0,2026-03-26
678009,FC,1,1,1,2026-03-26
678009,FF,2,0,0,2026-03-26
678246,FF,3,0,0,2026-03-26
678882,FF,3,2,2,2026-03-26
678882,ST,1,0,0,2026-03-26
679529,CH,1,0,0,2026-03-26
679529,FF,2,1,1,2026-03-26
679529,SI,1,0,0,2026-03-26
680574,FC,2,0,0,2026-03-26
680574,SL,1,0,0,2026-03-26
680700,FS,1,0,0,2026-03-26
680700,SI,1,0,0,2026-03-26
680757,CH,1,0,0,2026-03-26
680757,FC,1,0,0,2026-03-26
680757,FS,1,0,0,2026-03-26
680757,SL,2,0,0,2026-03-26
680776,CU,1,1,1,2026-03-26
680776,SI,1,1,1,2026-03-26
680776,ST,3,0,0,2026-03-26
680777,CH,1,0,0,2026-03-26
680777,FF,1,1,1,2026-03-26
680777,SL,1,0,0,2026-03-26
680777,ST,1,0,0,2026-03-26
680779,CU,1,1,2,2026-03-26
680779,FC,1,0,0,2026-03-26
680779,FF,1,0,0,2026-03-26
680779,ST,1,0,0,2026-03-26
680977,CU,1,0,0,2026-03-26
680977,FF,2,2,6,2026-03-26
680977,SL,1,0,0,2026-03-26
681082,CH,1,1,1,2026-03-26
681082,CU,1,0,0,2026-03-26
681082,FC,1,0,0,2026-03-26
681082,FF,1,1,1,2026-03-26
681297,CU,2,0,0,2026-03-26
681351,CU,1,0,0,2026-03-26
681351,FF,2,1,1,2026-03-26
681351,SI,1,1,1,2026-03-26
681481,CU,2,0,0,2026-03-26
681481,FF,3,0,0,2026-03-26
681624,CU,1,1,4,2026-03-26
681624,FF,1,1,1,2026-03-26
681624,SL,2,0,0,2026-03-26
682177,FS,1,0,0,2026-03-26
682177,SL,1,1,2,2026-03-26
682622,FC,1,0,0,2026-03-26
682622,FF,1,0,0,2026-03-26
682626,FF,2,2,5,2026-03-26
682626,SL,1,0,0,2026-03-26
682626,ST,1,0,0,2026-03-26
682657,SI,2,0,0,2026-03-26
682668,CH,1,1,1,2026-03-26
682668,FF,1,0,0,2026-03-26
682668,SL,1,0,0,2026-03-26
682829,FC,1,1,1,2026-03-26
682829,FF,1,0,0,2026-03-26
682829,SI,1,0,0,2026-03-26
682829,ST,1,0,0,2026-03-26
682928,CU,1,0,0,2026-03-26
682928,FF,1,1,1,2026-03-26
682928,SL,1,0,0,2026-03-26
682928,ST,1,0,0,2026-03-26
682985,CH,2,0,0,2026-03-26
682985,CU,1,0,0,2026-03-26
682985,FF,1,0,0,2026-03-26
682998,FC,1,1,1,2026-03-26
682998,FS,2,0,0,2026-03-26
682998,SL,1,0,0,2026-03-26
683002,CU,1,0,0,2026-03-26
683002,FS,1,0,0,2026-03-26
683002,SL,1,0,0,2026-03-26
683002,ST,1,0,0,2026-03-26
683083,CH,1,0,0,2026-03-26
683083,CU,1,0,0,2026-03-26
683146,CH,1,1,3,2026-03-26
683146,FF,4,0,0,2026-03-26
683734,CH,1,0,0,2026-03-26
683734,SI,2,1,1,2026-03-26
683734,SV,1,0,0,2026-03-26
683737,CH,1,1,2,2026-03-26
683737,FF,3,2,3,2026-03-26
686217,CH,1,0,0,2026-03-26
686217,SI,2,1,4,2026-03-26
686527,FC,1,0,0,2026-03-26
686527,FF,2,1,4,2026-03-26
686527,SI,1,1,4,2026-03-26
686780,FC,1,0,0,2026-03-26
686780,SI,2,1,1,2026-03-26
686780,ST,1,0,0,2026-03-26
686797,CH,2,0,0,2026-03-26
686797,ST,1,0,0,2026-03-26
686894,CH,2,2,5,2026-03-26
686894,SI,1,1,1,2026-03-26
687263,CU,1,0,0,2026-03-26
687263,FF,3,0,0,2026-03-26
687263,ST,1,0,0,2026-03-26
687363,FC,3,2,2,2026-03-26
687363,SI,1,1,1,2026-03-26
687401,FC,1,0,0,2026-03-26
687401,FF,1,1,1,2026-03-26
687401,SL,1,1,1,2026-03-26
687462,FC,1,0,0,2026-03-26
687462,FF,2,0,0,2026-03-26
687462,FS,1,0,0,2026-03-26
690993,CH,2,0,0,2026-03-26
690993,CU,1,1,1,2026-03-26
690993,FF,2,1,1,2026-03-26
691023,CH,1,1,2,2026-03-26
691023,SI,2,0,0,2026-03-26
691023,ST,1,0,0,2026-03-26
691026,FC,3,1,2,2026-03-26
691026,SI,1,0,0,2026-03-26
691026,ST,1,0,0,2026-03-26
691406,SI,1,0,0,2026-03-26
691406,SL,1,1,1,2026-03-26
691718,CU,1,1,1,2026-03-26
691718,FF,1,1,1,2026-03-26
691718,ST,2,0,0,2026-03-26
691718,SV,1,0,0,2026-03-26
691723,CU,1,0,0,2026-03-26
691723,ST,1,0,0,2026-03-26
691781,CU,1,0,0,2026-03-26
691781,FF,3,2,5,2026-03-26
691781,SI,1,0,0,2026-03-26
691783,FF,1,1,2,2026-03-26
691783,SL,1,0,0,2026-03-26
691783,ST,1,0,0,2026-03-26
691785,FF,2,2,3,2026-03-26
693304,CH,1,1,1,2026-03-26
693304,CU,1,0,0,2026-03-26
693304,FS,1,0,0,2026-03-26
693304,ST,1,1,2,2026-03-26
693307,CH,1,0,0,2026-03-26
693307,FF,1,1,4,2026-03-26
693307,SI,1,0,0,2026-03-26
693307,ST,2,1,1,2026-03-26
694208,CH,1,0,0,2026-03-26
694208,CU,2,0,0,2026-03-26
694212,CU,1,0,0,2026-03-26
694212,FC,2,1,1,2026-03-26
694212,FF,1,0,0,2026-03-26
694374,FC,1,1,1,2026-03-26
694374,FF,1,0,0,2026-03-26
694374,ST,1,0,0,2026-03-26
694384,CH,1,0,0,2026-03-26
694384,CU,1,0,0,2026-03-26
694384,FF,3,1,4,2026-03-26
694388,FF,4,2,3,2026-03-26
694497,FF,1,0,0,2026-03-26
694497,SI,1,0,0,2026-03-26
694671,SI,3,0,0,2026-03-26
694671,SL,1,0,0,2026-03-26
695578,CH,1,0,0,2026-03-26
695578,FF,2,0,0,2026-03-26
695578,SL,2,0,0,2026-03-26
695657,FF,3,0,0,2026-03-26
695657,ST,1,0,0,2026-03-26
695734,CH,1,0,0,2026-03-26
695734,CU,1,0,0,2026-03-26
695734,SI,1,0,0,2026-03-26
695734,SL,2,1,1,2026-03-26
696285,FF,4,1,4,2026-03-26
700246,CH,1,0,0,2026-03-26
700246,FF,1,0,0,2026-03-26
700246,SI,2,1,1,2026-03-26
700246,SL,1,0,0,2026-03-26
700337,FF,2,0,0,2026-03-26
700337,SI,1,0,0,2026-03-26
700932,FC,1,0,0,2026-03-26
700932,FS,1,0,0,2026-03-26
700932,SI,1,1,1,2026-03-26
700932,SL,1,0,0,2026-03-26
701350,FF,3,3,3,2026-03-26
701350,ST,1,0,0,2026-03-26
701358,CU,1,0,0,2026-03-26
701358,SI,1,0,0,2026-03-26
701358,SL,1,0,0,2026-03-26
701398,CH,1,1,2,2026-03-26
701398,FC,2,1,1,2026-03-26
701398,ST,1,1,2,2026-03-26
701538,CH,2,0,0,2026-03-26
701538,FF,1,0,0,2026-03-26
701538,ST,1,0,0,2026-03-26
701675,FC,2,1,1,2026-03-26
701675,FF,1,1,1,2026-03-26
701675,SI,1,1,1,2026-03-26
701807,FF,2,0,0,2026-03-26
701807,ST,1,1,4,2026-03-26
702222,CH,1,0,0,2026-03-26
702222,FF,2,1,1,2026-03-26
702222,FS,1,1,1,2026-03-26
702284,CH,2,0,0,2026-03-26
702284,FF,1,0,0,2026-03-26
702332,FF,3,0,0,2026-03-26
800050,FC,2,1,4,2026-03-26
800050,FF,1,0,0,2026-03-26
800050,SI,1,1,1,2026-03-26
800050,SL,1,1,4,2026-03-26
802139,FC,1,0,0,2026-03-26
802139,FF,3,1,4,2026-03-26
802415,FF,2,0,0,2026-03-26
802415,SI,1,1,1,2026-03-26
805367,FF,2,1,4,2026-03-26
805808,CH,1,1,1,2026-03-26
805808,FC,1,1,2,2026-03-26
805808,FF,1,1,2,2026-03-26
805808,SI,2,1,1,2026-03-26
807712,CH,1,1,1,2026-03-26
807712,FF,2,0,0,2026-03-26
807713,CH,1,0,0,2026-03-26
807713,CU,1,0,0,2026-03-26
807713,SI,1,0,0,2026-03-26
808959,FC,1,1,4,2026-03-26
808959,FF,1,0,0,2026-03-26
810938,CU,1,1,1,2026-03-26
810938,FF,2,1,1,2026-03-26
810938,SI,1,1,1,2026-03-26
467793,CH,2,1,2,2026-03-27
467793,SL,1,0,0,2026-03-27
502671,CH,2,0,0,2026-03-27
502671,CU,1,0,0,2026-03-27
502671,FF,2,1,2,2026-03-27
514888,FC,1,0,0,2026-03-27
514888,FF,1,1,1,2026-03-27
514888,SI,1,0,0,2026-03-27
516782,CH,1,0,0,2026-03-27
516782,FF,1,0,0,2026-03-27
516782,SL,1,0,0,2026-03-27
518692,FF,1,0,0,2026-03-27
518692,SI,1,0,0,2026-03-27
518692,SL,2,0,0,2026-03-27
519317,FF,1,0,0,2026-03-27
519317,SI,1,1,1,2026-03-27
519317,SL,2,1,4,2026-03-27
521692,FF,2,1,1,2026-03-27
521692,SL,2,0,0,2026-03-27
543807,CU,1,0,0,2026-03-27
543807,FF,1,0,0,2026-03-27
543807,SI,2,0,0,2026-03-27
545341,FF,2,0,0,2026-03-27
545361,FF,1,1,1,2026-03-27
545361,SI,2,2,5,2026-03-27
545361,SL,1,0,0,2026-03-27
571448,CH,1,0,0,2026-03-27
571448,FF,1,0,0,2026-03-27
571448,SI,1,0,0,2026-03-27
571448,SL,1,0,0,2026-03-27
571970,CU,1,0,0,2026-03-27
571970,FF,1,0,0,2026-03-27
572233,FF,2,0,0,2026-03-27
572233,SL,1,0,0,2026-03-27
592206,FC,1,0,0,2026-03-27
592450,FF,1,1,4,2026-03-27
592450,SI,1,0,0,2026-03-27
592450,SL,2,0,0,2026-03-27
592518,CU,2,1,2,2026-03-27
592518,SI,1,0,0,2026-03-27
593428,CH,1,0,0,2026-03-27
593428,CU,1,0,0,2026-03-27
593428,SI,2,1,1,2026-03-27
595879,CH,1,0,0,2026-03-27
595879,FF,1,0,0,2026-03-27
595879,SI,1,0,0,2026-03-27
595879,ST,1,0,0,2026-03-27
596103,CU,1,0,0,2026-03-27
596103,FF,2,0,0,2026-03-27
605141,FF,1,1,4,2026-03-27
605141,SI,1,0,0,2026-03-27
605141,SL,2,0,0,2026-03-27
606192,FF,1,0,0,2026-03-27
606192,SI,1,0,0,2026-03-27
606192,SL,1,0,0,2026-03-27
606466,CH,2,1,1,2026-03-27
606466,FF,2,1,4,2026-03-27
606466,SL,1,0,0,2026-03-27
608070,CH,2,0,0,2026-03-27
608070,FF,1,0,0,2026-03-27
608070,ST,1,0,0,2026-03-27
609280,CU,1,0,0,2026-03-27
609280,FS,1,0,0,2026-03-27
609280,SI,2,1,1,2026-03-27
621043,FC,2,2,2,2026-03-27
621043,ST,1,0,0,2026-03-27
621566,FF,2,1,2,2026-03-27
621566,SL,2,1,1,2026-03-27
624585,SI,1,0,0,2026-03-27
624585,SL,2,0,0,2026-03-27
624585,ST,1,0,0,2026-03-27
630105,CU,1,0,0,2026-03-27
630105,SI,3,2,2,2026-03-27
641355,FF,2,0,0,2026-03-27
641355,SL,1,1,1,2026-03-27
641680,FS,1,0,0,2026-03-27
641680,SL,1,0,0,2026-03-27
641857,SL,1,0,0,2026-03-27
642201,CH,1,0,0,2026-03-27
642201,FF,2,1,1,2026-03-27
642201,FS,1,0,0,2026-03-27
642708,FF,2,0,0,2026-03-27
642715,FC,1,0,0,2026-03-27
642715,SI,2,0,0,2026-03-27
643289,FF,1,0,0,2026-03-27
643289,FS,2,1,2,2026-03-27
643289,SL,1,0,0,2026-03-27
643446,FF,1,0,0,2026-03-27
643446,FS,1,0,0,2026-03-27
645277,CH,2,2,5,2026-03-27
645277,CU,1,0,0,2026-03-27
645277,FF,1,0,0,2026-03-27
646240,FF,2,0,0,2026-03-27
646240,FS,1,0,0,2026-03-27
646240,SI,1,0,0,2026-03-27
647304,CU,2,0,0,2026-03-27
647304,FF,2,0,0,2026-03-27
650333,CU,1,0,0,2026-03-27
650333,FF,3,0,0,2026-03-27
650402,FF,1,0,0,2026-03-27
650402,SI,1,1,1,2026-03-27
650489,CH,2,0,0,2026-03-27
650489,SI,1,0,0,2026-03-27
650489,ST,1,0,0,2026-03-27
656305,SI,1,0,0,2026-03-27
656305,SL,1,0,0,2026-03-27
656555,FF,1,0,0,2026-03-27
656555,SI,1,0,0,2026-03-27
656555,SL,1,0,0,2026-03-27
656716,FF,1,1,1,2026-03-27
656716,SL,1,0,0,2026-03-27
656976,FF,1,0,0,2026-03-27
656976,SL,1,0,0,2026-03-27
657041,FF,2,1,1,2026-03-27
657041,SL,1,0,0,2026-03-27
657656,CH,2,0,0,2026-03-27
657656,FS,1,0,0,2026-03-27
657656,SI,1,1,2,2026-03-27
657757,SI,1,0,0,2026-03-27
660162,FF,2,0,0,2026-03-27
660162,SL,2,0,0,2026-03-27
660271,FF,1,0,0,2026-03-27
660271,SL,2,0,0,2026-03-27
660670,CH,1,0,0,2026-03-27
660670,FC,1,0,0,2026-03-27
660670,FF,2,0,0,2026-03-27
660670,FS,1,0,0,2026-03-27
660844,FC,1,1,3,2026-03-27
660844,FF,1,0,0,2026-03-27
660844,SI,1,0,0,2026-03-27
662139,CH,1,0,0,2026-03-27
662139,FF,1,0,0,2026-03-27
662139,SI,1,0,0,2026-03-27
662139,ST,1,0,0,2026-03-27
663330,SL,1,0,0,2026-03-27
663586,CH,1,1,1,2026-03-27
663586,FF,2,2,2,2026-03-27
663656,CH,1,0,0,2026-03-27
663656,FF,1,1,1,2026-03-27
663656,SL,1,0,0,2026-03-27
