date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_arsenal,f_pit,f_park,f_wind,f_temp,wind,hr_pa,p,odds_dk,odds_mgm,odds_czr,fair
2026-08-19,822937,691406,Junior Caminero,Tampa Bay Rays,Toronto Blue Jays,1,Max Scherzer,453286,R,35,547,4.4,1.71,1.2,0.97,1.19,0.98,1.0,1.0,,0.06091,24.2,291,230,290,+313
2026-08-19,824318,660271,Shohei Ohtani,Los Angeles Dodgers,Colorado Rockies,0,Kyle Freeland,607536,L,30,535,4.4,1.54,1.16,0.95,1.12,1.05,1.0,1.0,,0.05524,22.1,207,,198,+352
2026-08-19,823424,656941,Kyle Schwarber,Philadelphia Phillies,Miami Marlins,1,Sandy Alcantara,645261,R,37,541,4.5,1.8,1.18,1.09,0.92,1.06,1.0,1.0,,0.05381,22.0,212,180,205,+355
2026-08-19,823664,621566,Matt Olson,Atlanta Braves,Minnesota Twins,0,Taj Bradley,671737,R,36,549,4.4,1.74,1.15,1.04,1.03,0.99,1.0,1.0,,0.05437,21.8,326,280,320,+359
2026-08-19,824476,701398,Sal Stewart,Cincinnati Reds,St. Louis Cardinals,1,Matthew Liberatore,669461,L,26,544,4.3,1.37,1.04,0.99,1.09,1.14,1.0,1.0,,0.05184,20.5,295,270,305,+388
2026-08-19,824476,668709,JJ Bleday,Cincinnati Reds,St. Louis Cardinals,1,Matthew Liberatore,669461,L,20,407,4.2,1.35,1.06,1.05,1.09,1.14,1.0,1.0,,0.05132,19.9,438,380,425,+403
2026-08-19,824640,808959,Munetaka Murakami,Chicago White Sox,Chicago Cubs,0,Clay Holmes,605280,R,29,393,4.4,1.81,1.2,0.94,0.88,1.0,0.86,1.0,WIND 7 IN,0.04853,19.7,416,360,390,+408
2026-08-19,823664,621439,Byron Buxton,Minnesota Twins,Atlanta Braves,1,AJ Smith-Shawver,700363,R,25,382,4.4,1.64,1.2,1.0,0.97,0.99,1.0,1.0,,0.04819,19.5,293,250,280,+413
2026-08-19,824801,700250,Ben Rice,New York Yankees,Baltimore Orioles,0,Chris Bassitt,605135,R,33,513,4.3,1.7,1.17,0.93,0.92,1.03,1.0,1.0,,0.04897,19.4,297,230,280,+415
2026-08-19,824155,670541,Yordan Alvarez,Houston Astros,Los Angeles Angels,1,Walbert Ureña,700712,R,36,547,4.4,1.75,1.15,0.93,0.86,1.04,1.0,1.0,,0.04781,19.4,274,270,265,+415
2026-08-19,824476,682829,Elly De La Cruz,Cincinnati Reds,St. Louis Cardinals,1,Matthew Liberatore,669461,L,20,478,4.5,1.23,1.2,1.13,1.09,1.14,1.0,1.0,,0.04664,19.3,305,340,305,+418
2026-08-19,824318,666160,Mickey Moniak,Colorado Rockies,Los Angeles Dodgers,1,Roki Sasaki,808963,R,19,327,3.8,1.47,1.2,1.04,1.16,1.05,1.0,1.0,,0.05446,19.2,344,,350,+421
2026-08-19,824318,571970,Max Muncy,Los Angeles Dodgers,Colorado Rockies,0,Kyle Freeland,607536,L,25,440,3.8,1.51,1.07,1.0,1.12,1.05,1.0,1.0,,0.05437,19.1,312,,305,+424
2026-08-19,824801,624413,Pete Alonso,Baltimore Orioles,New York Yankees,1,Will Warren,701542,R,28,547,4.3,1.44,1.14,1.04,1.05,1.03,1.0,1.0,,0.0474,18.8,317,250,290,+432
2026-08-19,822860,682928,CJ Abrams,Washington Nationals,Texas Rangers,0,Kumar Rocker,677958,R,29,529,4.3,1.51,1.2,1.08,1.01,1.01,1.0,1.0,,0.04707,18.7,376,310,370,+435
2026-08-19,824476,553993,Eugenio Suárez,Cincinnati Reds,St. Louis Cardinals,1,Matthew Liberatore,669461,L,18,379,4.0,1.31,1.05,1.0,1.09,1.14,1.0,1.0,,0.04977,18.5,373,260,350,+441
2026-08-19,823424,681715,Heriberto Hernández,Miami Marlins,Philadelphia Phillies,0,Aaron Nola,605400,R,18,347,3.7,1.38,0.97,1.01,1.19,1.06,1.0,1.0,,0.05329,18.3,379,333,370,+446
2026-08-19,823424,665052,Griffin Conine,Miami Marlins,Philadelphia Phillies,0,Aaron Nola,605400,R,14,194,3.2,1.54,1.2,1.03,1.19,1.06,1.0,1.0,,0.05951,17.8,334,280,330,+462
2026-08-19,823342,664040,Brandon Lowe,Pittsburgh Pirates,Detroit Tigers,1,Jackson Jobe,695549,R,26,526,4.4,1.4,1.2,1.0,1.04,0.94,1.18,1.02,WIND 9 OUT,0.04172,17.1,373,310,350,+485
2026-08-19,824476,691023,Jordan Walker,St. Louis Cardinals,Cincinnati Reds,0,Chase Burns,695505,R,24,525,4.3,1.32,1.02,0.89,0.93,1.14,1.0,1.0,,0.04276,17.1,357,340,350,+485
2026-08-19,824640,691718,Pete Crow-Armstrong,Chicago Cubs,Chicago White Sox,1,Sean Newcomb,656794,L,31,566,4.5,1.52,1.02,0.94,0.86,1.0,0.86,1.0,WIND 7 IN,0.04018,16.9,532,400,500,+492
2026-08-19,823748,641343,Jake Bauers,Milwaukee Brewers,Seattle Mariners,1,Logan Gilbert,669302,R,22,452,4.0,1.36,1.12,0.98,1.03,1.05,1.0,1.0,,0.04514,16.9,385,360,390,+492
2026-08-19,824318,681624,Andy Pages,Los Angeles Dodgers,Colorado Rockies,0,Kyle Freeland,607536,L,21,543,4.3,1.17,1.14,1.15,1.12,1.05,1.0,1.0,,0.04213,16.9,320,,320,+492
2026-08-19,823664,686948,Drake Baldwin,Atlanta Braves,Minnesota Twins,0,Taj Bradley,671737,R,21,457,4.4,1.31,1.12,1.02,1.03,0.99,1.0,1.0,,0.04072,16.7,423,400,390,+499
2026-08-19,823748,694192,Jackson Chourio,Milwaukee Brewers,Seattle Mariners,1,Logan Gilbert,669302,R,17,415,4.5,1.2,1.05,1.02,1.03,1.05,1.0,1.0,,0.03985,16.7,436,340,425,+499
2026-08-19,823342,665833,Oneil Cruz,Pittsburgh Pirates,Detroit Tigers,1,Jackson Jobe,695549,R,15,286,4.4,1.35,1.13,1.0,1.04,0.94,1.18,1.02,WIND 9 OUT,0.04041,16.6,329,340,330,+502
2026-08-19,824318,605141,Mookie Betts,Los Angeles Dodgers,Colorado Rockies,0,Kyle Freeland,607536,L,15,377,4.2,1.17,0.91,0.98,1.12,1.05,1.0,1.0,,0.04202,16.5,417,,390,+506
