Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag
2026-05-12,Los Angeles Angels,Cleveland Guardians,None,None,119,-143,115,-140,N/A,N/A,N/A,N/A,Walbert Ureña,R,0,None,None,None,Slade Cecconi,R,20.5,87.7,2303.0,7.9,0.662,0.867,4.94,3.23,4.7,-4.8,N/A,CONFIRMED+PLATOON,98,
2026-05-12,New York Yankees,Baltimore Orioles,46.2,53.8,-149,123,-140,115,-13.6%,-12.1%,+9.0% ** BET **,+7.3% ** BET **,Will Warren,R,20.6,90.4,2565.0,10.0,Trevor Rogers,L,15.0,88.1,2127.0,11.4,0.723,0.697,4.11,3.73,-4.6,4.7,CONFIRMED ✓,PARTIAL,102,** BET **
2026-05-12,Washington Nationals,Cincinnati Reds,41.8,58.2,124,-149,120,-145,-2.8%,-3.7%,-1.6%,-1.0%,Miles Mikolas,R,16.1,87.8,2181.0,7.2,Brady Singer,R,19.1,86.6,2378.0,7.9,0.691,0.712,4.85,4.53,-0.2,0.0,CONFIRMED ✓,CONFIRMED+PLATOON,106,
2026-05-12,Colorado Rockies,Pittsburgh Pirates,35,65,234,-293,230,-295,+5.1%,+4.7%,-9.6%,-9.7%,Michael Lorenzen,R,19.5,87.7,2325.0,9.2,Paul Skenes,R,21.0,92.8,2111.0,11.0,0.761,0.793,6.6,3.98,2.8,-2.8,FADE ✗,CONFIRMED+PLATOON,98,
2026-05-12,Philadelphia Phillies,Boston Red Sox,None,None,-149,123,-140,115,N/A,N/A,N/A,N/A,Zack Wheeler,R,8.6,89.3,2392.0,12.3,TBD,R,0,None,None,None,0.632,0.667,4.34,3.0,0.0,0.0,N/A,PARTIAL,104,
2026-05-12,Tampa Bay Rays,Toronto Blue Jays,63.3,36.7,-115,-105,-115,-105,+9.8% ** BET **,+9.8% ** BET **,-14.5%,-14.5%,Shane McClanahan,L,17.1,89.6,2073.0,12.6,Patrick Corbin,L,15.0,85.1,2012.0,6.6,0.775,0.691,2.38,3.46,6.5,-6.4,CONFIRMED ✓,PARTIAL,100,** BET **
2026-05-12,Detroit Tigers,New York Mets,49.7,50.3,123,-149,120,-145,+4.9%,+4.2%,-9.5%,-8.9%,Jack Flaherty,R,17.0,87.1,2294.0,8.5,Freddy Peralta,R,21.6,89.2,2265.0,11.8,0.697,0.628,4.33,3.35,0.0,0.0,CONFIRMED ✓,PARTIAL,97,
2026-05-12,Chicago Cubs,Atlanta Braves,43.8,56.2,102,-122,-102,-118,-5.7%,-6.7%,+1.2%,+2.1%,Colin Rea,R,19.0,89.3,2025.0,9.4,Grant Holmes,R,18.6,89.8,2506.0,12.0,0.785,0.784,3.33,2.3,1.7,-1.8,FADE ✗,PARTIAL,102,
2026-05-12,Kansas City Royals,Chicago White Sox,50.5,49.5,-126,104,-120,100,-5.3%,-4.0%,+0.5%,-0.5%,Stephen Kolek,R,3.0,90.4,2192.0,2.4,Erick Fedde,R,19.0,87.3,2220.0,6.8,0.71,0.713,4.0,5.02,0.0,0.0,FADE ✗,ESTIMATED,99,
2026-05-12,Miami Marlins,Minnesota Twins,50.5,49.5,-110,-110,-110,-110,-1.9%,-1.9%,-2.9%,-2.9%,Eury Pérez,R,20.6,92.2,2478.0,12.5,Bailey Ober,R,21.5,83.9,2187.0,9.2,0.749,0.708,5.17,5.6,1.2,-1.1,CONFIRMED ✓,PARTIAL,100,
2026-05-12,San Diego Padres,Milwaukee Brewers,61.9,38.1,113,-136,110,-130,+15.0%,+14.3%,-19.5%,-18.4%,Bradgley Rodriguez,R,9.6,92.8,2095.0,14.6,Brandon Sproat,R,15.1,92.4,2139.0,9.9,0.667,0.686,2.95,1.7,-0.9,0.9,FADE ✗,ESTIMATED,100,
2026-05-12,Arizona Diamondbacks,Texas Rangers,55.3,44.7,104,-126,105,-125,+6.3% ** BET **,+6.5% ** BET **,-11.1%,-10.9%,Zac Gallen,R,19.1,89.1,2234.0,7.7,MacKenzie Gore,L,20.0,90.3,2190.0,10.0,0.686,0.679,1.27,3.25,3.4,-3.1,CONFIRMED ✓,ESTIMATED,103,** BET **
2026-05-12,Seattle Mariners,Houston Astros,63.1,36.9,-171,141,-170,140,+0.0%,+0.1%,-4.6%,-4.8%,Bryan Woo,R,23.5,92.5,2270.0,9.9,Tatsuya Imai,R,4.1,89.8,2068.0,11.4,0.693,0.758,3.63,3.81,3.3,-3.3,CONFIRMED ✓,ESTIMATED,99,
2026-05-12,St. Louis Cardinals,Athletics,42.0,58.0,129,-156,130,-155,-1.7%,-1.5%,-2.9%,-2.8%,Andre Pallante,R,18.6,88.9,2286.0,7.9,Jeffrey Springs,L,22.0,85.3,2070.0,10.6,0.706,0.726,2.44,3.71,0.0,0.0,CONFIRMED ✓,ESTIMATED,95,
2026-05-12,San Francisco Giants,Los Angeles Dodgers,35,65,258,-328,240,-300,+7.1% ** BET **,+5.6%,-11.6%,-10.0%,Adrian Houser,R,18.1,91.1,2063.0,8.4,Yoshinobu Yamamoto,R,21.6,90.7,2143.0,11.7,0.656,0.778,5.21,4.58,-12.2,12.2,CONFIRMED ✓,ESTIMATED,96,** BET **
