Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning,Devig DK Edge Away,Devig DK Edge Home,Devig MGM Edge Away,Devig MGM Edge Home,Devig Bet,CZR Away Odds,CZR Home Odds,Game#,GamePk,DK RL Away,DK RL Home,MGM RL Away,MGM RL Home
2026-09-22,Tampa Bay Rays,New York Yankees,53.8,46.2,112,-135,110,-135,+6.6%,+6.2%,-11.2%,-11.2%,Nick Martinez,R,85.7,87.2,2198.0,7.6,Carlos Rodón,L,38.2,90.5,2328.0,11.4,0.706,0.705,1.83,3.11,0.0,0.0,N/A,CONFIRMED+PLATOON,101,,,+8.7%,-8.7%,+8.5%,-8.5%,,112,-130,1,823543,+1.5@-199,-1.5@163,+1.5@-210,-1.5@170
2026-09-22,Tampa Bay Rays,New York Yankees,48.8,51.2,108,-130,105,-130,+0.7%,+0.0%,-5.3%,-5.3%,Drew Rasmussen,R,82.7,92.4,2347.0,10.8,Max Fried,L,53.0,87.9,2261.0,10.0,0.693,0.734,1.89,2.6,0.9,-0.9,N/A,CONFIRMED+PLATOON,101,,,+2.8%,-2.8%,+2.5%,-2.5%,,112,-132,2,823494,+1.5@-220,-1.5@180,+1.5@-210,-1.5@170
2026-09-22,Washington Nationals,Detroit Tigers,48.0,52.0,124,-150,125,-150,+3.4%,+3.6%,-8.0%,-8.0%,Riley Cornelio,R,16.0,90.0,2323.0,14.2,Drew Anderson,R,51.0,90.0,2142.0,11.3,0.773,0.759,3.67,3.36,1.2,-1.1,N/A,CONFIRMED+PLATOON,100,,,+5.4%,-5.4%,+5.5%,-5.5%,Washington Nationals,127,-145,1,824222,+1.5@-170,-1.5@140,+1.5@-170,-1.5@140
2026-09-22,St. Louis Cardinals,Pittsburgh Pirates,48.5,51.5,143,-173,145,-175,+7.3%,+7.7%,-11.9%,-12.1%,Andre Pallante,R,75.5,90.0,2285.0,7.5,Jared Jones,R,45.3,93.7,2529.0,13.4,0.742,0.778,5.06,4.5,0.0,-0.1,N/A,CONFIRMED+PLATOON,98,,,+9.1%,-9.1%,+9.4%,-9.4%,,141,-164,1,823328,+1.5@-162,-1.5@134,+1.5@-155,-1.5@125
2026-09-22,Milwaukee Brewers,Philadelphia Phillies,41.0,59.0,118,-142,118,-145,-4.9%,-4.9%,+0.3%,-0.2%,Dustin May,R,70.3,92.6,2531.0,10.0,Zack Wheeler,R,75.2,90.2,2366.0,13.3,0.773,0.751,2.67,4.24,-0.9,0.9,N/A,CONFIRMED+PLATOON,105,,,-2.9%,+2.9%,-2.7%,+2.7%,,120,-145,1,823412,+1.5@-186,-1.5@153,+1.5@-185,-1.5@150
2026-09-22,Cleveland Guardians,Boston Red Sox,53.5,46.5,108,-131,105,-130,+5.4% ** BET **,+4.7% ** BET **,-10.2%,-10.0%,Parker Messick,L,89.2,90.2,2108.0,10.7,Payton Tolle,L,71.5,92.9,2265.0,13.3,0.734,0.707,3.6,3.73,0.0,0.2,N/A,CONFIRMED+PLATOON,104,** BET **,,+7.6%,-7.6%,+7.2%,-7.2%,,108,-127,1,824709,+1.5@-206,-1.5@168,+1.5@-200,-1.5@165
2026-09-22,Cincinnati Reds,Atlanta Braves,45.5,54.5,158,-193,154,-190,+6.7%,+6.1%,-11.4%,-11.0%,Brandon Williamson,L,21.8,87.3,2275.0,9.5,JR Ritchie,R,31.3,89.2,2322.0,8.4,0.694,0.703,5.33,3.48,0.0,0.0,N/A,CONFIRMED+PLATOON,102,,,+8.4%,-8.4%,+7.9%,-7.9%,,158,-190,1,824867,+1.5@-131,-1.5@109,+1.5@-135,-1.5@110
2026-09-22,Chicago White Sox,Kansas City Royals,47.0,53.0,-125,104,-120,100,-8.6%,-7.5%,+4.0% ** BET **,+3.0% ** BET **,Anthony Kay,L,74.5,90.0,2297.0,9.6,Daniel Lynch IV,L,38.3,89.6,2056.0,9.7,0.765,0.703,4.1,5.51,0.0,0.0,N/A,CONFIRMED+PLATOON,99,** BET **,,-6.2%,+6.2%,-5.2%,+5.2%,Kansas City Royals,-117,100,1,824061,-1.5@135,+1.5@-164,-1.5@140,+1.5@-170
2026-09-22,Miami Marlins,Chicago Cubs,40.9,59.1,169,-207,170,-210,+3.7% ** BET **,+3.9% ** BET **,-8.3%,-8.6%,Janson Junk,R,57.0,88.1,2212.0,5.7,Shota Imanaga,L,84.2,86.3,2024.0,13.7,0.752,0.76,4.96,3.68,0.0,0.0,N/A,CONFIRMED+PLATOON,104,** BET **,,+5.3%,-5.3%,+5.6%,-5.6%,Miami Marlins,174,-209,1,824624,+1.5@-136,-1.5@113,+1.5@-135,-1.5@115
2026-09-22,New York Mets,Texas Rangers,37.9,62.1,110,-133,105,-130,-9.7%,-10.9%,+5.0% ** BET **,+5.6% ** BET **,Sean Manaea,L,69.3,85.5,2104.0,9.9,MacKenzie Gore,L,82.8,90.3,2170.0,10.8,0.703,0.831,4.34,3.17,0.0,0.0,N/A,PARTIAL,103,** BET **,,-7.6%,+7.6%,-8.4%,+8.4%,,107,-127,1,822840,+1.5@-192,-1.5@157,+1.5@-190,-1.5@155
