date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_h,season_pa,season_g,pa_g,n_eff,f_bat,f_pit,f_park,h_pa,p,p2,odds_dk,odds_mgm,odds_czr,odds2_dk,odds2_mgm,odds2_czr,fair,fair2,odds_dk_u
2026-09-08,823821,672640,Otto Lopez,Miami Marlins,New York Mets,1,Sean Manaea,640455,L,171,616,142,4.34,4.08,1.17,1.03,1.01,0.26493,71.5,29.6,,,,,,,-251,+238,
2026-09-08,823738,694192,Jackson Chourio,Milwaukee Brewers,Chicago Cubs,1,David Peterson,656849,L,131,502,111,4.52,4.25,1.11,1.05,1.0,0.25373,71.2,29.5,,,,,,,-247,+239,
2026-09-08,824875,650490,Yandy Díaz,Tampa Bay Rays,Atlanta Braves,0,AJ Smith-Shawver,700363,R,168,619,139,4.45,4.18,1.15,1.02,1.0,0.2541,70.6,28.8,,,,,,,-240,+247,
2026-09-08,824957,703520,Brett Bateman,Toronto Blue Jays,Athletics,0,Jack Perkins,678022,R,35,121,26,4.65,4.37,1.08,1.02,1.0,0.23823,69.6,27.9,-277,,-295,191,,182,-229,+258,
2026-09-08,823414,670541,Yordan Alvarez,Houston Astros,Philadelphia Phillies,0,Andrew Painter,691725,R,160,628,143,4.39,4.13,1.11,1.04,1.0,0.24956,69.4,27.5,,,,,,,-227,+264,
2026-09-08,823414,650333,Luis Arraez,Philadelphia Phillies,Houston Astros,1,Hayden Wesneski,669713,R,172,594,137,4.34,4.08,1.2,0.97,1.0,0.25194,69.4,27.4,,,,,,,-227,+265,
2026-09-08,823901,518692,Freddie Freeman,Los Angeles Dodgers,Cincinnati Reds,1,Nick Lodolo,666157,L,156,596,139,4.29,4.03,1.13,1.04,0.99,0.25108,68.8,26.7,-249,-235,-240,221,230,200,-221,+275,183
2026-09-08,824875,802415,Chandler Simpson,Tampa Bay Rays,Atlanta Braves,0,AJ Smith-Shawver,700363,R,158,551,136,4.05,3.81,1.19,1.02,1.0,0.26158,68.5,26.0,,,,,,,-217,+285,
2026-09-08,824875,686948,Drake Baldwin,Atlanta Braves,Tampa Bay Rays,1,Freddy Peralta,642547,R,133,539,122,4.42,4.15,1.08,1.02,1.0,0.23928,67.9,25.9,,,,,,,-212,+286,
2026-09-08,824714,687263,Zach Neto,Los Angeles Angels,Boston Red Sox,0,Patrick Sandoval,663776,L,134,625,140,4.46,4.19,0.99,1.07,1.03,0.23718,67.8,25.9,,,,,,,-211,+286,
2026-09-08,824063,677951,Bobby Witt Jr.,Kansas City Royals,Arizona Diamondbacks,1,Corbin Burnes,669203,R,139,560,127,4.41,4.15,1.09,0.99,1.02,0.23811,67.7,25.7,,,,,,,-210,+289,
2026-09-08,823414,665161,Jeremy Peña,Houston Astros,Philadelphia Phillies,0,Andrew Painter,691725,R,102,411,95,4.33,4.07,1.07,1.04,1.0,0.24193,67.6,25.5,,,,,,,-209,+292,
2026-09-08,824792,800050,Chase DeLauter,Cleveland Guardians,Baltimore Orioles,0,Brandon Young,687064,R,131,499,120,4.16,3.91,1.12,1.03,1.0,0.24941,67.4,25.1,,,,,,,-207,+298,
2026-09-08,824875,691406,Junior Caminero,Tampa Bay Rays,Atlanta Braves,0,AJ Smith-Shawver,700363,R,155,629,144,4.37,4.11,1.08,1.02,1.0,0.23878,67.4,25.4,,,,,,,-207,+294,
