player_id,name,so,pa
500743,Miguel Rojas,21,197
502671,Paul Goldschmidt,79,330
514888,Jose Altuve,88,432
518595,Travis d'Arnaud,14,55
518692,Freddie Freeman,87,532
521692,Salvador Perez,97,497
543510,James McCann,29,123
543760,Marcus Semien,92,420
543807,George Springer,76,409
543877,Christian Vázquez,45,237
545121,Ildemaro Vargas,38,391
545341,Randal Grichuk,46,201
545361,Mike Trout,125,487
547180,Bryce Harper,112,546
553869,Elias Díaz,39,166
553993,Eugenio Suárez,138,384
571448,Nolan Arenado,96,463
571771,Enrique Hernández,9,33
571912,Luke Maile,10,26
571970,Max Muncy,112,441
572233,Christian Walker,120,504
573262,Mike Yastrzemski,77,320
575929,Willson Contreras,122,479
592518,Manny Machado,117,532
592626,Joc Pederson,90,382
592663,J.T. Realmuto,76,357
592885,Christian Yelich,105,389
593428,Xander Bogaerts,85,481
595879,Javier Báez,26,144
595978,Austin Hedges,32,191
596019,Francisco Lindor,59,309
596117,Garrett Stubbs,10,49
596142,Gary Sánchez,46,224
596146,Max Kepler,28,124
605137,Josh Bell,103,499
605141,Mookie Betts,44,382
605170,Victor Caratini,67,335
606192,Teoscar Hernández,97,358
607043,Brandon Nimmo,110,514
607208,Trea Turner,118,547
608070,José Ramírez,51,410
608324,Alex Bregman,89,571
608348,Carson Kelly,57,333
608369,Corey Seager,71,286
620443,Luis Torrens,44,231
621438,Tyrone Taylor,35,185
621439,Byron Buxton,94,387
621493,Taylor Ward,113,546
621566,Matt Olson,141,557
622268,Donovan Walton,28,168
622761,Jorge Mateo,43,146
623168,Tyler Heineman,24,155
624413,Pete Alonso,134,555
624424,Michael Conforto,67,225
624428,Adam Frazier,31,115
624431,Jose Trevino,20,105
624641,Edmundo Sosa,43,205
630105,Jake Cronenworth,64,292
640459,Brian Navarreto,10,35
640902,Jhonny Pereda,15,79
641343,Jake Bauers,117,461
641680,Jonah Heim,54,294
641857,Ryan McMahon,93,306
641933,Tyler O'Neill,70,252
642086,Dominic Smith,45,282
642201,Eli White,37,165
642215,Weston Wilson,35,117
642350,Jose Siri,48,156
642708,Amed Rosario,53,201
642715,Willy Adames,135,493
643217,Andrew Benintendi,91,381
643289,Mauricio Dubón,62,488
643376,Danny Jansen,44,150
643446,Jeff McNeil,44,388
645277,Ozzie Albies,77,546
645302,Victor Robles,22,140
645305,Ali Sánchez,16,65
646240,Rafael Devers,141,538
647304,Josh Naylor,64,510
650333,Luis Arraez,24,533
650402,Gleyber Torres,58,312
650489,Willi Castro,116,430
650490,Yandy Díaz,78,542
650559,Bryan De La Cruz,8,36
650859,Luis Rengifo,44,329
650968,Yohel Pozo,6,50
655316,Andruw Monasterio,56,286
656537,Derek Hill,63,181
656577,Alex Jackson,23,69
656716,Zach McKinstry,54,349
656775,Cedric Mullins,84,421
656941,Kyle Schwarber,184,545
657041,Lane Thomas,88,352
657136,Connor Wong,47,194
657757,Gavin Sheets,83,399
660271,Shohei Ohtani,125,540
660670,Ronald Acuña Jr.,78,334
660688,Keibert Ruiz,33,287
660821,Jesús Sánchez,63,273
660844,Leo Rivas,38,130
661388,William Contreras,71,509
661531,Brian Serven,9,40
662139,Daulton Varsho,83,423
663330,Jahmai Jones,42,131
663457,Lars Nootbaar,47,228
663494,Bryan Torres,25,127
663538,Nico Hoerner,47,549
663586,Austin Riley,161,508
663616,Trevor Larnach,68,377
663647,Ke'Bryan Hayes,38,196
663656,Kyle Tucker,92,493
663662,Daz Cameron,3,11
663728,Cal Raleigh,125,392
663743,Nick Fortes,34,277
663757,Trent Grisham,75,429
663886,Tyler Stephenson,95,356
663968,Jake Mangum,70,381
663993,Nathaniel Lowe,79,321
664023,Ian Happ,160,523
664034,Ty France,82,365
664040,Brandon Lowe,153,531
664702,Myles Straw,35,247
664728,Kyle Isbel,51,228
664761,Alec Bohm,69,500
664770,Nathan Lukes,51,337
664774,LaMonte Wade Jr.,24,104
664954,Brett Sullivan,31,184
664983,Jake McCarthy,75,439
665019,Kody Clemens,101,449
665052,Griffin Conine,60,198
665161,Jeremy Peña,69,340
665487,Fernando Tatis Jr.,103,555
665506,Cristian Pache,4,6
665750,Leody Taveras,95,391
665804,Miguel Amaya,54,208
665833,Oneil Cruz,101,290
665862,Jazz Chisholm Jr.,143,463
665877,José Fermín,33,271
665923,Esteury Ruiz,54,179
665926,Andrés Giménez,81,421
665953,Andrés Chaparro,33,140
665966,Carlos Narváez,78,239
666018,Jonathan Aranda,127,544
666023,Freddy Fermin,44,217
666126,Carlos Cortes,43,292
666139,Josh Lowe,72,257
666152,David Hamilton,70,312
666160,Mickey Moniak,85,332
666163,Ben Rortvedt,5,16
666176,Jo Adell,125,512
666182,Bo Bichette,100,548
666211,Taylor Trammell,68,209
666624,Christopher Morel,28,77
667452,Corey Julks,1,4
667472,Dane Myers,60,240
668227,Randy Arozarena,110,516
668670,Jake Rogers,39,137
668709,JJ Bleday,90,415
668723,Ryan Vilade,47,212
668800,Andrew Knizner,2,9
668804,Bryan Reynolds,135,560
668904,Royce Lewis,98,381
668930,Brice Turang,133,537
668939,Adley Rutschman,49,317
668952,Ryan Kreidler,47,217
669003,Garrett Mitchell,135,425
669016,Brandon Marsh,120,481
669134,Luis Campusano,33,157
669221,Sean Murphy,15,38
669224,Austin Wells,75,291
669242,Tommy Edman,38,190
669364,Xavier Edwards,72,537
669384,Raynel Delgado,6,38
669394,Jake Burger,129,484
669397,Nick Allen,27,132
669701,Josh Smith,40,187
669707,Jared Triolo,59,291
669720,Austin Hays,16,60
669743,Alex Call,26,154
669911,Michael Toglia,12,28
670032,Nicky Lopez,37,220
670231,John Rave,16,69
670541,Yordan Alvarez,95,553
670623,Isaac Paredes,69,513
670764,Taylor Walls,87,360
670770,TJ Friedl,58,247
671056,Iván Herrera,100,573
671083,Buddy Kennedy,13,41
671218,Heliot Ramos,97,360
671277,Luis García Jr.,72,433
671732,Lawrence Butler,98,392
671739,Michael Harris II,96,487
671976,Tristan Peters,68,376
672275,Patrick Bailey,68,269
672284,Jarred Kelenic,30,81
672386,Alejandro Kirk,23,207
672515,Gabriel Moreno,64,413
672580,Maikel Garcia,47,309
672640,Otto Lopez,69,538
672695,Geraldo Perdomo,66,533
672724,Oswald Peraza,95,321
672960,Kazuma Okamoto,155,507
673237,Yainer Diaz,38,248
673357,Luis Robert Jr.,45,183
673490,Ha-Seong Kim,23,85
673548,Seiya Suzuki,124,483
675961,Alika Williams,37,152
676356,Jonny DeLuca,52,256
676391,Ernie Clement,48,502
676439,Hunter Feduccia,47,191
676475,Alec Burleson,91,544
676572,Eric Wagaman,11,47
676609,José Caballero,88,366
676724,Jared Young,47,252
677587,Brayan Rocchio,70,482
677588,José Tena,76,249
677592,Everson Pereira,36,106
677594,Julio Rodríguez,107,508
677649,Ezequiel Duran,110,455
677800,Wilyer Abreu,106,540
677870,Leo Jiménez,34,172
677943,Will Banfield,0,0
677951,Bobby Witt Jr.,84,486
678011,Anthony Seigler,26,158
678218,Brandon Valenzuela,62,231
678246,Miguel Vargas,98,551
678391,Jorbit Vivas,38,272
678489,Jorge Barrosa,42,157
678545,Osleivis Basabe,12,68
678662,Ezequiel Tovar,107,422
678882,Ceddanne Rafaela,104,513
679529,Spencer Torkelson,154,496
679822,Justin Foscue,43,170
679845,Nick Loftin,50,320
680574,Matt McLain,104,385
680664,Eduardo Valencia,17,61
680700,Richie Palacios,57,314
680716,Jonathan Ornelas,11,22
680757,Steven Kwan,49,486
680776,Jarren Duran,143,504
680777,Ryan Jeffers,43,260
680779,Henry Davis,55,256
680869,Zack Gelof,71,290
680911,Owen Miller,0,0
680977,Brendan Donovan,23,154
681047,Christian Franklin,7,28
681082,Bryson Stott,79,481
681198,TJ Rumfield,71,497
681297,Colton Cowser,93,304
681393,Connor Norby,77,260
681508,Mickey Gasper,22,131
681624,Andy Pages,106,548
681715,Heriberto Hernández,99,351
681807,David Fry,51,168
682626,Francisco Alvarez,94,330
682634,Kevin Alcántara,10,25
682657,Angel Martínez,71,318
682663,Agustín Ramírez,38,164
682668,Luisangel Acuña,39,199
682674,Victor Bericoto,22,80
682829,Elly De La Cruz,133,487
682928,CJ Abrams,124,534
682987,Spencer Jones,61,167
682998,Corbin Carroll,117,538
683002,Gunnar Henderson,128,575
683083,Nasim Nuñez,86,419
683146,Brett Baty,109,391
683227,Cody Freeman,8,32
683357,Owen Caissie,111,290
683734,Andrew Vaughn,40,265
683737,Michael Busch,125,564
683766,Christian Koss,24,94
683953,Travis Bazzana,88,400
685133,Wade Meckler,49,229
686469,Vinnie Pasquantino,60,353
686475,Tyler Tolbert,19,115
686527,Dominic Canzone,81,386
686555,Isaac Collins,94,422
686611,Dylan Crews,75,310
686668,Brenton Doyle,50,162
686681,Michael Massey,62,356
686765,Nick Sogard,23,136
686780,Pedro Pagés,49,184
686797,Brooks Lee,80,489
686948,Drake Baldwin,95,466
687093,Vaughn Grissom,61,329
687231,Darell Hernaiz,24,144
687263,Zach Neto,172,554
687401,Joey Ortiz,60,316
687462,Spencer Horwitz,49,348
687551,Drew Gilbert,54,306
687597,Jordan Beck,33,122
687605,Andrew Pinckney,4,16
687637,Dylan Beavers,64,240
687749,Jase Bowen,30,81
687859,Troy Johnston,64,375
687952,Christian Encarnacion-Strand,25,97
688363,Graham Pauley,27,115
689414,Liam Hicks,43,460
690924,Braxton Fulford,31,74
690984,Petey Halpin,29,139
690993,Colt Keith,67,363
691011,Drew Romo,43,178
691023,Jordan Walker,129,535
691026,Masyn Winn,105,490
691182,Adael Amador,5,13
691406,Junior Caminero,104,555
691458,Blaze Jordan,27,181
691594,Javier Sanoja,29,348
691718,Pete Crow-Armstrong,154,570
691723,Coby Mayo,108,331
691728,Zac Veen,7,19
691777,Max Muncy,72,219
691781,Brady House,72,252
691783,Jordan Lawlar,15,54
691788,Joe Mack,64,247
693304,Nick Gonzales,82,494
693307,Dillon Dingler,111,500
694192,Jackson Chourio,103,424
694197,Angel Genao,4,50
694203,Denzer Guzman,50,195
694208,Moisés Ballesteros,50,236
694212,Samuel Basallo,85,319
694249,Cole Carrigg,48,232
694374,Tim Tawa,53,225
694377,Nick Yorke,20,96
694378,Jacob Gonzalez,31,175
694384,Nolan Schanuel,58,446
694497,Evan Carter,88,364
694671,Wyatt Langford,73,324
694673,Abimelec Ortiz,13,52
695257,Billy Cook,19,49
695491,Joshua Báez,8,30
695506,Jac Caglianone,118,461
