date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_arsenal,f_pit,f_park,f_wind,f_temp,wind,hr_pa,p,odds_dk,odds_mgm,odds_czr,fair
2026-08-25,823505,670541,Yordan Alvarez,Houston Astros,New York Yankees,0,Will Warren,701542,R,36,571,4.4,1.71,1.14,1.03,1.06,1.08,1.18,1.02,WIND 9 OUT,0.05981,23.8,,,,+320
2026-08-25,823505,700250,Ben Rice,New York Yankees,Houston Astros,1,Ethan Pecko,814490,R,34,541,4.3,1.69,1.17,1.0,1.04,1.08,1.18,1.02,WIND 9 OUT,0.05803,22.7,,,,+341
2026-08-25,824556,808959,Munetaka Murakami,Chicago White Sox,Texas Rangers,1,Jacob deGrom,594798,R,29,424,4.4,1.74,1.2,1.03,1.01,1.05,0.86,1.03,WIND 7 IN,0.056,22.4,,,,+346
2026-08-25,823098,656941,Kyle Schwarber,Philadelphia Phillies,Seattle Mariners,0,George Kirby,669923,R,39,568,4.5,1.83,1.18,0.97,0.97,0.99,1.16,1.03,WIND 8 OUT,0.05328,21.8,,,,+359
2026-08-25,824881,621566,Matt Olson,Atlanta Braves,Los Angeles Dodgers,1,Tyler Glasnow,607192,R,36,574,4.3,1.7,1.15,0.95,1.0,1.02,1.0,1.09,HOT 90F,0.05263,20.7,,,,+383
2026-08-25,824881,660271,Shohei Ohtani,Los Angeles Dodgers,Atlanta Braves,0,Bryce Elder,693821,R,30,559,4.4,1.5,1.03,1.09,1.07,1.02,1.0,1.09,HOT 90F,0.05005,20.2,,,,+395
2026-08-25,823016,624413,Pete Alonso,Baltimore Orioles,St. Louis Cardinals,0,Matthew Liberatore,669461,L,31,571,4.3,1.52,1.0,1.09,1.13,0.94,1.0,1.06,HOT 84F,0.04893,19.4,,,,+415
2026-08-25,825042,691718,Pete Crow-Armstrong,Chicago Cubs,Arizona Diamondbacks,0,Brandon Pfaadt,694297,R,33,593,4.5,1.56,1.15,0.89,0.97,1.01,1.0,1.0,ROOF,0.04658,19.3,,,,+418
2026-08-25,824233,691406,Junior Caminero,Tampa Bay Rays,Detroit Tigers,0,Jackson Jobe,695549,R,35,575,4.4,1.66,1.19,1.0,0.98,0.95,0.86,1.03,WIND 7 IN,0.04715,19.1,,,,+424
2026-08-25,822693,696100,Hunter Goodman,Colorado Rockies,Washington Nationals,0,Andrew Alvarez,674841,L,35,464,4.1,1.9,1.02,1.06,0.86,1.0,0.88,1.04,WIND 6 IN,0.05002,19.0,,,,+426
2026-08-25,824556,678246,Miguel Vargas,Chicago White Sox,Texas Rangers,1,Jacob deGrom,594798,R,29,573,4.4,1.44,0.99,0.87,1.01,1.05,0.86,1.03,WIND 7 IN,0.04645,18.9,,,,+429
2026-08-25,823505,671277,Luis García Jr.,New York Yankees,Houston Astros,1,Ethan Pecko,814490,R,27,448,3.7,1.59,1.17,1.0,1.04,1.08,1.18,1.02,WIND 9 OUT,0.05464,18.8,,,,+432
2026-08-25,822693,682928,CJ Abrams,Washington Nationals,Colorado Rockies,1,Mason Adams,690279,R,29,543,4.3,1.49,1.2,1.0,1.03,1.0,0.88,1.04,WIND 6 IN,0.04659,18.5,,,,+441
2026-08-25,824962,621439,Byron Buxton,Minnesota Twins,Athletics,0,Gage Jump,695611,L,25,408,4.4,1.59,0.92,1.06,0.93,1.0,1.16,1.09,HOT 90F · WIND 8 OUT,0.04475,18.2,,,,+449
2026-08-25,824556,695657,Colson Montgomery,Chicago White Sox,Texas Rangers,1,Jacob deGrom,594798,R,27,528,4.2,1.44,1.08,0.96,1.01,1.05,0.86,1.03,WIND 7 IN,0.0464,18.1,,,,+452
2026-08-25,824881,571970,Max Muncy,Los Angeles Dodgers,Atlanta Braves,0,Bryce Elder,693821,R,26,458,3.8,1.53,1.12,1.13,1.07,1.02,1.0,1.09,HOT 90F,0.05091,18.0,,,,+456
2026-08-25,823989,545361,Mike Trout,Los Angeles Angels,Cleveland Guardians,1,Gavin Williams,668909,R,20,509,4.5,1.19,1.09,1.1,1.15,1.02,1.18,1.07,HOT 87F · WIND 9 OUT,0.04229,17.7,,,,+465
2026-08-25,823098,663728,Cal Raleigh,Seattle Mariners,Philadelphia Phillies,1,Aaron Nola,605400,R,18,412,4.2,1.26,1.08,0.91,1.19,0.99,1.16,1.03,WIND 8 OUT,0.04514,17.6,,,,+468
2026-08-25,823181,646240,Rafael Devers,San Francisco Giants,Cincinnati Reds,1,Brady Singer,663903,R,28,559,4.2,1.43,1.2,0.88,1.15,0.91,1.16,0.97,WIND 8 OUT,0.04516,17.6,,,,+468
2026-08-25,822773,695506,Jac Caglianone,Kansas City Royals,Toronto Blue Jays,0,Max Scherzer,453286,R,22,469,3.9,1.33,1.07,1.14,1.18,1.01,1.0,1.0,,0.04815,17.5,,,,+471
2026-08-25,823989,687263,Zach Neto,Los Angeles Angels,Cleveland Guardians,1,Gavin Williams,668909,R,22,577,4.5,1.17,1.05,1.07,1.15,1.02,1.18,1.07,HOT 87F · WIND 9 OUT,0.04169,17.4,,,,+475
2026-08-25,823505,572233,Christian Walker,Houston Astros,New York Yankees,0,Will Warren,701542,R,23,522,4.1,1.29,1.08,0.93,1.06,1.08,1.18,1.02,WIND 9 OUT,0.0451,17.2,,,,+481
2026-08-25,823505,665161,Jeremy Peña,Houston Astros,New York Yankees,0,Will Warren,701542,R,15,354,4.3,1.22,1.18,0.98,1.06,1.08,1.18,1.02,WIND 9 OUT,0.04255,17.1,,,,+485
2026-08-25,823259,665833,Oneil Cruz,Pittsburgh Pirates,San Diego Padres,0,Michael King,650633,R,17,310,4.4,1.41,1.17,0.88,0.98,0.98,1.0,1.05,HOT 83F,0.04088,16.8,,,,+495
