Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning,Devig DK Edge Away,Devig DK Edge Home,Devig MGM Edge Away,Devig MGM Edge Home,Devig Bet,CZR Away Odds,CZR Home Odds
2026-08-15,Chicago White Sox,Detroit Tigers,31.3,68.7,126,-135,118,-145,-12.9%,-14.6%,+11.3%,+9.5%,Anthony Kay,L,58.0,90.0,2283.0,9.6,Troy Melton,R,40.0,91.9,2192.0,11.4,0.767,0.781,3.6,2.95,0.8,-3.6,FADE ✗,CONFIRMED+PLATOON,100,,DK vig 101.6%,-12.2%,+12.2%,-12.4%,+12.4%,,125,-135
2026-08-15,St. Louis Cardinals,Chicago Cubs,None,None,168,-181,155,-190,N/A,N/A,N/A,N/A,Michael McGreevy,R,63.0,87.1,2202.0,7.4,Matthew Boyd,R,0,None,None,None,0.708,0.762,3.4,4.5,-1.6,-1.2,N/A,CONFIRMED+PLATOON,104,,DK vig 101.7%,N/A,N/A,N/A,N/A,,165,-180
2026-08-15,New York Yankees,Toronto Blue Jays,55.0,45.0,-170,158,-185,150,-8.0%,-9.9%,+6.2%,+5.0% ** BET **,Cam Schlittler,R,73.3,95.9,2503.0,13.4,Braydon Fisher,R,30.5,87.6,2330.0,9.2,0.731,0.677,2.33,3.48,2.2,-5.1,CONFIRMED ✓,CONFIRMED+PLATOON,100,** BET **,DK vig 101.8%,-6.9%,+6.9%,-6.9%,+6.9%,,-175,160
2026-08-15,Colorado Rockies,San Francisco Giants,39.6,60.4,155,-167,145,-175,+0.4%,-1.2%,-2.1%,-3.2%,Michael Lorenzen,R,56.0,88.7,2352.0,7.4,Logan Webb,R,66.5,88.7,2027.0,8.4,0.788,0.711,4.5,3.54,-8.6,5.8,CONFIRMED ✓,CONFIRMED+PLATOON,95,,DK vig 101.7%,+1.1%,-1.1%,+0.5%,-0.5%,,150,-160
2026-08-15,Washington Nationals,New York Mets,55.1,44.9,126,-135,118,-145,+10.9%,+9.2%,-12.5%,-14.3%,Brad Lord,R,30.8,90.5,2447.0,8.6,Sean Manaea,L,52.3,85.4,2109.0,10.2,0.766,0.694,3.91,4.41,4.7,-7.6,CONFIRMED ✓,ESTIMATED,97,,DK vig 101.6%,+11.6%,-11.6%,+11.4%,-11.4%,,125,-135
2026-08-15,Baltimore Orioles,Tampa Bay Rays,43.8,56.2,136,-146,125,-150,+1.4%,-0.6%,-3.1%,-3.8%,Kyle Bradish,R,63.5,90.6,2434.0,8.6,Ian Seymour,L,45.2,85.9,1990.0,12.7,0.716,0.738,5.47,3.83,1.9,-1.9,FADE ✗,ESTIMATED,98,,DK vig 101.7%,+2.1%,-2.1%,+1.3%,-1.3%,,135,-145
2026-08-15,Miami Marlins,Cincinnati Reds,48.1,51.9,-102,-105,-110,-110,-2.4%,-4.3%,+0.7%,-0.5%,Ryan Gusto,R,24.5,88.8,2226.0,8.6,Brady Singer,R,59.8,87.3,2386.0,10.0,0.726,0.701,3.06,5.54,-0.7,-2.1,FADE ✗,ESTIMATED,106,,DK vig 101.7%,-1.6%,+1.6%,-1.9%,+1.9%,,-105,-105
2026-08-15,San Diego Padres,Cleveland Guardians,None,None,108,-116,100,-120,N/A,N/A,N/A,N/A,TBD,R,0,None,None,None,Joey Cantillo,L,59.8,84.9,2025.0,12.2,0.705,0.683,2.25,5.04,0.0,-2.8,N/A,ESTIMATED,98,,DK vig 101.8%,N/A,N/A,N/A,N/A,,110,-121
2026-08-15,Seattle Mariners,Houston Astros,44.2,55.8,111,-119,105,-125,-3.2%,-4.6%,+1.5%,+0.2%,Emerson Hancock,R,60.5,90.1,2346.0,10.7,Hayden Wesneski,R,9.3,87.9,2338.0,10.4,0.683,0.731,4.78,3.91,-12.4,9.5,CONFIRMED ✓,ESTIMATED,99,,DK vig 101.7%,-2.4%,+2.4%,-2.5%,+2.5%,,110,-121
2026-08-15,Philadelphia Phillies,Minnesota Twins,52.9,47.1,-129,120,-140,115,-3.4%,-5.4%,+1.6%,+0.6%,Jesús Luzardo,L,71.8,90.6,2206.0,13.0,Connor Prielipp,L,41.3,89.9,2585.0,9.2,0.709,0.725,3.79,4.89,5.1,-7.8,CONFIRMED ✓,ESTIMATED,100,,DK vig 101.8%,-2.4%,+2.4%,-2.7%,+2.7%,,-130,120
