Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning,Devig DK Edge Away,Devig DK Edge Home,Devig MGM Edge Away,Devig MGM Edge Home,Devig Bet
2026-07-27,Seattle Mariners,Texas Rangers,52.2,47.8,-136,113,-135,115,-5.4%,-5.2%,+0.9%,+1.3%,George Kirby,R,58.0,92.0,2273.0,10.7,Kumar Rocker,R,48.0,89.2,2132.0,10.4,0.723,0.729,4.33,4.17,2.7,-2.8,CONFIRMED ✓,CONFIRMED+PLATOON,103,,,-2.9%,+2.9%,-3.0%,+3.0%,Texas Rangers
2026-07-27,Baltimore Orioles,Detroit Tigers,41.6,58.4,119,-144,118,-145,-4.1%,-4.3%,-0.6%,-0.8%,Kyle Bradish,R,56.7,90.5,2444.0,8.5,Keider Montero,R,53.0,89.8,2354.0,8.1,0.669,0.731,2.62,4.0,-0.2,0.4,N/A,CONFIRMED+PLATOON,100,,,-2.0%,+2.0%,-2.1%,+2.1%,
2026-07-27,Arizona Diamondbacks,Pittsburgh Pirates,45.1,54.9,-103,-117,-105,-115,-5.6%,-6.1%,+1.0%,+1.4%,Merrill Kelly,R,51.8,89.4,2317.0,9.4,Mitch Keller,R,54.2,88.8,2402.0,8.8,0.703,0.783,5.23,5.33,0.5,-0.6,N/A,CONFIRMED+PLATOON,98,,,-3.4%,+3.4%,-3.8%,+3.8%,Pittsburgh Pirates
2026-07-27,Philadelphia Phillies,Miami Marlins,50.1,49.9,-110,-110,-110,-110,-2.3%,-2.3%,-2.5%,-2.5%,Zack Wheeler,R,50.0,90.3,2370.0,13.1,Tyler Phillips,R,39.7,88.9,2072.0,9.5,0.735,0.77,4.17,5.47,9.4,-9.4,CONFIRMED ✓,CONFIRMED+PLATOON,96,,,+0.1%,-0.1%,+0.1%,-0.1%,
2026-07-27,Toronto Blue Jays,Washington Nationals,None,None,118,-142,115,-140,N/A,N/A,N/A,N/A,Max Scherzer,R,11.0,87.7,2226.0,7.0,Eddy Yean,R,0,None,None,None,0.703,0.765,4.43,4.08,1.2,-1.2,N/A,CONFIRMED+PLATOON,99,,,N/A,N/A,N/A,N/A,
2026-07-27,Cleveland Guardians,Cincinnati Reds,38.2,61.8,-135,112,-135,110,-19.2%,-19.2%,+14.6%,+14.2%,Slade Cecconi,R,51.8,88.2,2304.0,7.7,Chase Burns,R,53.8,94.6,2634.0,12.8,0.719,0.706,3.57,3.74,1.9,-2.0,FADE ✗,CONFIRMED+PLATOON,106,,,-16.7%,+16.7%,-16.5%,+16.5%,
2026-07-27,Atlanta Braves,New York Mets,None,None,-157,130,-160,135,N/A,N/A,N/A,N/A,Martín Pérez,L,42.7,85.1,1971.0,8.7,Zac Thornton,R,0,None,None,None,0.795,0.735,3.97,3.46,-2.3,2.1,N/A,CONFIRMED+PLATOON,97,,,N/A,N/A,N/A,N/A,
2026-07-27,New York Yankees,Chicago White Sox,64.3,35.7,-144,119,-145,118,+5.3% ** BET **,+5.1% ** BET **,-10.0%,-10.2%,Max Fried,L,33.3,88.1,2266.0,10.2,Noah Schultz,L,28.3,90.7,2521.0,7.9,0.728,0.74,3.5,5.09,0.2,-0.2,N/A,CONFIRMED+PLATOON,99,** BET **,,+7.9%,-7.9%,+8.0%,-8.0%,New York Yankees
2026-07-27,Chicago Cubs,St. Louis Cardinals,50.2,49.8,-123,102,-120,100,-5.0%,-4.3%,+0.3%,-0.2%,David Peterson,L,44.5,88.8,2142.0,9.0,Matthew Liberatore,L,49.5,89.1,2358.0,9.7,0.768,0.724,3.6,3.75,-3.7,3.8,FADE ✗,CONFIRMED+PLATOON,98,,,-2.5%,+2.5%,-2.0%,+2.0%,
2026-07-27,Houston Astros,Los Angeles Angels,37.7,62.3,-112,-108,-110,-110,-15.1%,-14.7%,+10.4%,+9.9%,Tatsuya Imai,R,29.0,90.4,2094.0,12.0,Walbert Ureña,R,43.7,93.4,2061.0,11.4,0.747,0.704,4.58,3.54,-4.8,4.5,CONFIRMED ✓,CONFIRMED+PLATOON,97,,,-12.7%,+12.7%,-12.3%,+12.3%,
2026-07-27,Boston Red Sox,Athletics,66.2,33.8,-149,123,-150,125,+6.4% ** BET **,+6.2% ** BET **,-11.0%,-10.6%,Payton Tolle,L,44.8,93.0,2246.0,12.4,Jack Perkins,R,31.3,91.2,2220.0,12.0,0.719,0.679,4.0,5.79,2.4,-2.4,CONFIRMED ✓,CONFIRMED+PLATOON,95,** BET **,,+9.0%,-9.0%,+8.7%,-8.7%,
2026-07-27,Milwaukee Brewers,San Francisco Giants,48.1,51.9,-144,119,-145,120,-10.9%,-11.1%,+6.2% ** BET **,+6.4% ** BET **,Brandon Sproat,R,43.3,92.9,2127.0,10.0,Tyler Mahle,R,41.5,89.3,2191.0,8.6,0.797,0.768,3.0,4.13,0.9,-0.9,N/A,CONFIRMED+PLATOON,95,** BET **,,-8.3%,+8.3%,-8.4%,+8.4%,
